编号,化合物名称,英文名称,CAS号,分子量,分子式,2D图,,smiles,inchi,inchikey,药材名称
HJT-23,/,Tricin-5-O-β-D-glucoside,/,506.463,C24H26O12,,黄酮,O=C1C=C(C2=CC(OC)=C(O)C(OC)=C2)OC3=C1C(OC[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O)=CC(O)=C3,"InChI=1S/C24H26O12/c1-32-16-3-10(4-17(33-2)21(16)28)13-7-12(27)20-14(5-11(26)6-15(20)35-13)34-9-19-23(30)24(31)22(29)18(8-25)36-19/h3-7,18-19,22-26,28-31H,8-9H2,1-2H3/t18-,19-,22-,23+,24+/m1/s1",IBMWPBUERPAGRZ-JQIUZPNUSA-N,红景天
HJT-24,/,Tricin-7-O-β-D-glucoside,/,506.463,C24H26O12,,黄酮,O=C1C=C(C2=CC(OC)=C(O)C(OC)=C2)OC3=C1C(O)=CC(OC4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O)=C3,"InChI=1S/C23H24O12/c1-31-15-3-9(4-16(32-2)19(15)27)13-7-12(26)18-11(25)5-10(6-14(18)34-13)33-23-22(30)21(29)20(28)17(8-24)35-23/h3-7,17,20-25,27-30H,8H2,1-2H3/t17-,20-,21+,22-,23?/m1/s1",JGXFMIJHKASCIZ-NODAHLOSSA-N,红景天
HJT-25,槲皮素,Quercetin,117-39-5,302.236,C15H10O7,,黄酮,O=C1C(O)=C(C2=CC=C(O)C(O)=C2)OC3=C1C(O)=CC(O)=C3,"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H",REFJWTPEDVJJIY-UHFFFAOYSA-N,红景天
HJT-26,异槲皮苷,Isoquercetin,482-35-9,464.376,C21H20O12,,黄酮,O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC2=C(C3=CC=C(O)C(O)=C3)OC4=C(C(O)=CC(O)=C4)C2=O,"InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2/t13-,15-,17+,18-,21+/m1/s1",OVSQVDMCBVZWGM-QSOFNFLRSA-N,红景天
HJT-27,芦丁,Rutin,153-18-4,610.518,C27H30O16,,黄酮,O=C1C(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]3[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O3)O2)=C(C4=CC=C(O)C(O)=C4)OC5=C1C(O)=CC(O)=C5,"InChI=1S/C27H30O16/c1-8-17(32)20(35)22(37)26(40-8)39-7-15-18(33)21(36)23(38)27(42-15)43-25-19(34)16-13(31)5-10(28)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3/t8-,15+,17-,18+,20+,21-,22+,23+,26+,27-/m0/s1",IKGXIBQEEMLURG-NVPNHPEKSA-N,红景天
HJT-28,棉皮素-7-鼠李糖苷,Rhodiolgin,94696-39-6,464.376,C21H20O12,,黄酮,O=C1C(O)=C(C2=CC=C(O)C(O)=C2)OC3=C(O)C(O[C@H]4[C@@H]([C@@H]([C@H]([C@H](C)O4)O)O)O)=CC(O)=C13,"InChI=1S/C21H20O12/c1-6-13(25)16(28)18(30)21(31-6)32-11-5-10(24)12-15(27)17(29)19(33-20(12)14(11)26)7-2-3-8(22)9(23)4-7/h2-6,13,16,18,21-26,28-30H,1H3/t6-,13-,16+,18+,21-/m0/s1",NEUWGQOEDGCMSK-NNURTEGNSA-N,红景天
HJT-29,/,Rhodiogidin,/,640.552,C28H32O17,,黄酮,O=C1C(O)=C(C2=CC=C(O)C(O)=C2)OC3=C(OC[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O)C(O[C@H]5[C@@H]([C@@H]([C@H]([C@H](C)O5)O)O)O)=CC(O)=C13,"InChI=1S/C28H32O17/c1-8-17(33)21(37)24(40)28(42-8)44-13-5-12(32)16-20(36)23(39)25(9-2-3-10(30)11(31)4-9)45-27(16)26(13)41-7-15-19(35)22(38)18(34)14(6-29)43-15/h2-5,8,14-15,17-19,21-22,24,28-35,37-40H,6-7H2,1H3/t8-,14+,15+,17-,18+,19-,21+,22-,24+,28-/m0/s1",FFYRUBSMYSZNKO-CAOAQZSPSA-N,红景天
HJT-30,圣草酚,Eriodictyol,552-58-9,288.252,C15H12O6,,黄酮,O=C1C[C@@H](C2=CC=C(O)C(O)=C2)OC3=CC(O)=CC(O)=C13,"InChI=1S/C15H12O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-5,13,16-19H,6H2/t13-/m0/s1",SBHXYTNGIZCORC-ZDUSSCGKSA-N,红景天
HJT-31,/,1-Epicatechin,603133-91-1,466.398,C21H22O12,,黄酮,O=C([C@H]1O[C@@H](OC2=CC([C@@H]3[C@H](O)CC4=C(O3)C=C(O)C=C4O)=CC=C2O)[C@H](O)[C@@H](O)[C@@H]1O)O,"InChI=1S/C21H22O12/c22-8-4-11(24)9-6-12(25)18(31-13(9)5-8)7-1-2-10(23)14(3-7)32-21-17(28)15(26)16(27)19(33-21)20(29)30/h1-5,12,15-19,21-28H,6H2,(H,29,30)/t12-,15+,16+,17-,18-,19+,21-/m1/s1",BUONZQIZWIITTB-CVPXIJHMSA-N,红景天
HJT-32,香橙素,Dihydrokaempferol,480-20-6,288.252,C15H12O6,,黄酮,O=C1[C@H](O)[C@@H](C2=CC=C(O)C=C2)OC3=C1C(O)=CC(O)=C3,"InChI=1S/C15H12O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,14-18,20H/t14-,15+/m0/s1",PADQINQHPQKXNL-LSDHHAIUSA-N,红景天
HJT-33,红景天苷,Salidroside,10338-51-9,300.304,C14H20O7,,苯丙素类,O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OCCC2=CC=C(O)C=C2,"InChI=1S/C14H20O7/c15-7-10-11(17)12(18)13(19)14(21-10)20-6-5-8-1-3-9(16)4-2-8/h1-4,10-19H,5-7H2/t10-,11-,12+,13-,14-/m1/s1",ILRCGYURZSFMEG-RKQHYHRCSA-N,红景天
HJT-34,对羟基苯乙醇,p-Tyrosol,501-94-0,138.166,C8H10O2,,酚酸,OC1=CC=C(CCO)C=C1,"InChI=1S/C8H10O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,9-10H,5-6H2",YCCILVSKPBXVIP-UHFFFAOYSA-N,红景天
HJT-35,/,4-(2-(4-methoxyphenethoxy)ethyl)phenol,/,272.344,C17H20O3,,酚酸,COC1=CC=C(CCOCCC2=CC=C(O)C=C2)C=C1,"InChI=1S/C17H20O3/c1-19-17-8-4-15(5-9-17)11-13-20-12-10-14-2-6-16(18)7-3-14/h2-9,18H,10-13H2,1H3",SUWXEAQMUHRIIB-UHFFFAOYSA-N,红景天
HJT-36,对羟基苯乙酮,p-Hydroxyacetophenone,99-93-4,136.148,C8H8O2,,酚酸,CC(C1=CC=C(O)C=C1)=O,"InChI=1S/C8H8O2/c1-6(9)7-2-4-8(10)5-3-7/h2-5,10H,1H3",TXFPEBPIARQUIG-UHFFFAOYSA-N,红景天
HJT-37,4-乙氧基苯乙酸,2-(4-Ethoxyphenyl)acetic acid,4919-33-9,180.201,C10H12O3,,酚酸,O=C(O)CC1=CC=C(OCC)C=C1,"InChI=1S/C10H12O3/c1-2-13-9-5-3-8(4-6-9)7-10(11)12/h3-6H,2,7H2,1H3,(H,11,12)",ZVVWZNFSMIFGEP-UHFFFAOYSA-N,红景天
HJT-38,络塞维,Rosavin,84954-92-7,428.43,C20H28O10,,糖苷,OC1C(OC/C=C/C2=CC=CC=C2)OC(COC3OCC(O)C(O)C3O)C(O)C1O,"InChI=1S/C20H28O10/c21-12-9-28-19(17(25)14(12)22)29-10-13-15(23)16(24)18(26)20(30-13)27-8-4-7-11-5-2-1-3-6-11/h1-7,12-26H,8-10H2/b7-4+",RINHYCZCUGCZAJ-QPJJXVBHSA-N,红景天
HJT-39,络塞琳,Rosarin,84954-93-8,428.43,C20H28O10,,糖苷,O[C@H]([C@H]([C@@H]([C@@H](CO[C@H]1[C@@H]([C@H]([C@H](CO)O1)O)O)O2)O)O)[C@@H]2OC/C=C/C3=CC=CC=C3,"InChI=1S/C20H28O10/c21-9-12-14(22)17(25)20(29-12)28-10-13-15(23)16(24)18(26)19(30-13)27-8-4-7-11-5-2-1-3-6-11/h1-7,12-26H,8-10H2/b7-4+/t12-,13+,14-,15+,16-,17+,18+,19+,20+/m0/s1",IEBFEMIXXHIISM-YZOUKVLTSA-N,红景天
HJT-40,络缌,Rosin,85026-55-7,296.316,C15H20O6,,糖苷,O[C@@H]1[C@@H](CO)O[C@@H](OC/C=C/C2=CC=CC=C2)[C@H](O)[C@H]1O,"InChI=1S/C15H20O6/c16-9-11-12(17)13(18)14(19)15(21-11)20-8-4-7-10-5-2-1-3-6-10/h1-7,11-19H,8-9H2/b7-4+/t11-,12-,13+,14-,15-/m1/s1",KHPCPRHQVVSZAH-GUNCLKARSA-N,红景天
HJT-41,反式对羟基肉桂酸,p-Coumaric acid,501-98-4,164.158,C9H8O3,,酚酸,O=C(O)/C=C/C1=CC=C(O)C=C1,"InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+",NGSWKAQJJWESNS-ZZXKWVIFSA-N,红景天
HJT-42,阿魏酸,Ferulic acid,1135-24-6,194.184,C10H10O4,,酚酸,O=C(O)/C=C/C1=CC=C(O)C(OC)=C1,"InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+",KSEBMYQBYZTDHS-HWKANZROSA-N,红景天
HJT-43,咖啡酸,Caffeic acid,331-39-5,180.157,C9H8O4,,酚酸,O=C(O)/C=C/C1=CC=C(O)C(O)=C1,"InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2+",QAIPRVGONGVQAS-DUXPYHPUSA-N,红景天
HJT-44,/,Gein,/,458.463,C21H30O11,,糖苷,OC1C(OC2=CC=C(CC=C)C=C2OC)OC(COC3OCC(O)C(O)C3O)C(O)C1O,"InChI=1S/C21H30O11/c1-3-4-10-5-6-12(13(7-10)28-2)31-21-19(27)17(25)16(24)14(32-21)9-30-20-18(26)15(23)11(22)8-29-20/h3,5-7,11,14-27H,1,4,8-9H2,2H3",FSCNUJMKSQHQSY-UHFFFAOYSA-N,红景天
HJT-45,尼泊金乙酯,Ethylparaben,120-47-8,166.174,C9H10O3,,酚酸,O=C(OCC)C1=CC=C(O)C=C1,"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",NUVBSKCKDOMJSU-UHFFFAOYSA-N,红景天
HJT-46,迷迭香酸,Rosmarinic acid,20283-92-5,360.315,C18H16O8,,酚酸,O=C(O)[C@H](OC(/C=C/C1=CC=C(O)C(O)=C1)=O)CC2=CC=C(O)C(O)=C2,"InChI=1S/C18H16O8/c19-12-4-1-10(7-14(12)21)3-6-17(23)26-16(18(24)25)9-11-2-5-13(20)15(22)8-11/h1-8,16,19-22H,9H2,(H,24,25)/b6-3+/t16-/m1/s1",DOUMFZQKYFQNTF-WUTVXBCWSA-N,红景天
HJT-47,松苷,Coniferoside,531-29-3,342.341,C16H22O8,,糖苷,O[C@@H]1[C@@H](CO)O[C@@H](OC2=CC=C(/C=C/CO)C=C2OC)[C@H](O)[C@H]1O,"InChI=1S/C16H22O8/c1-22-11-7-9(3-2-6-17)4-5-10(11)23-16-15(21)14(20)13(19)12(8-18)24-16/h2-5,7,12-21H,6,8H2,1H3/b3-2+/t12-,13-,14+,15-,16-/m1/s1",SFLMUHDGSQZDOW-FAOXUISGSA-N,红景天
HJT-48,/,Dihydroconiferin,17609-06-2,344.362,C16H24O8,,糖苷,O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC2=CC=C(CCCO)C=C2OC,"InChI=1S/C16H24O8/c1-22-11-7-9(3-2-6-17)4-5-10(11)23-16-15(21)14(20)13(19)12(8-18)24-16/h4-5,7,12-21H,2-3,6,8H2,1H3/t12-,13-,14+,15-,16-/m1/s1",QFYFLJZBZITPGX-IBEHDNSVSA-N,红景天
HJT-49,/,Cedrusin,75775-36-9,346.37,C19H22O6,,苯丙素类,OC1=CC(CCCO)=CC2=C1O[C@H](C3=CC=C(O)C(OC)=C3)[C@H]2CO,"InChI=1S/C19H22O6/c1-24-17-9-12(4-5-15(17)22)18-14(10-21)13-7-11(3-2-6-20)8-16(23)19(13)25-18/h4-5,7-9,14,18,20-23H,2-3,6,10H2,1H3/t14-,18+/m0/s1",PKORXOLYTWDULG-KBXCAEBGSA-N,红景天
HJT-50,"7R,8S-二氢去氢双松柏醇","(7R,8S)-Dihydrodehydrodiconiferyl",126253-41-6,360.401,C20H24O6,,苯丙素类,OC1=CC=C([C@@H]2OC3=C(C=C(CCCO)C=C3OC)[C@H]2CO)C=C1OC,"InChI=1S/C20H24O6/c1-24-17-10-13(5-6-16(17)23)19-15(11-22)14-8-12(4-3-7-21)9-18(25-2)20(14)26-19/h5-6,8-10,15,19,21-23H,3-4,7,11H2,1-2H3/t15-,19+/m1/s1",SBLZVJIHPWRSQQ-BEFAXECRSA-N,红景天
HJT-51,"7S,8R-二氢脱氢二松柏醇","(7S,8R)-Dihydrodehydrodiconiferyl",28199-69-1,360.401,C20H24O6,,苯丙素类,OC1=CC=C([C@H]2OC3=C(C=C(CCCO)C=C3OC)[C@@H]2CO)C=C1OC,"InChI=1S/C20H24O6/c1-24-17-10-13(5-6-16(17)23)19-15(11-22)14-8-12(4-3-7-21)9-18(25-2)20(14)26-19/h5-6,8-10,15,19,21-23H,3-4,7,11H2,1-2H3/t15-,19+/m0/s1",SBLZVJIHPWRSQQ-HNAYVOBHSA-N,红景天
HJT-52,/,Olivil 4'-O-glucoside,76880-93-8,538.541,C26H34O12,,苯丙素类,O[C@H]1[C@H](OC2=CC=C(C[C@@]3(O)CO[C@H](C4=CC=C(O)C(OC)=C4)[C@H]3CO)C=C2OC)O[C@H](CO)[C@@H](O)[C@@H]1O,"InChI=1S/C26H34O12/c1-34-18-8-14(4-5-16(18)29)24-15(10-27)26(33,12-36-24)9-13-3-6-17(19(7-13)35-2)37-25-23(32)22(31)21(30)20(11-28)38-25/h3-8,15,20-25,27-33H,9-12H2,1-2H3/t15-,20-,21-,22+,23-,24-,25-,26-/m1/s1",SXGSYHDLSPXCMU-CTQTXEDXSA-N,红景天
HJT-53,7-羟基香豆素,Umbelliferone,93-35-6,162.142,C9H6O3,,苯丙素类,O=C1C=CC2=C(O1)C=C(O)C=C2,"InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H",ORHBXUUXSCNDEV-UHFFFAOYSA-N,红景天
HJT-54,东莨菪内酯,Scopoletin,92-61-5,192.168,C10H8O4,,苯丙素类,O=C1C=CC2=CC(OC)=C(O)C=C2O1,"InChI=1S/C10H8O4/c1-13-9-4-6-2-3-10(12)14-8(6)5-7(9)11/h2-5,11H,1H3",RODXRVNMMDRFIK-UHFFFAOYSA-N,红景天
HJT-55,茵芋苷,Skimmin,93-39-0,324.287,C15H16O8,,苯丙素类,O=C1C=CC2=CC=C(O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)C=C2O1,"InChI=1S/C15H16O8/c16-6-10-12(18)13(19)14(20)15(23-10)21-8-3-1-7-2-4-11(17)22-9(7)5-8/h1-5,10,12-16,18-20H,6H2/t10-,12-,13+,14-,15-/m1/s1",VPAOSFFTKWUGAD-TVKJYDDYSA-N,红景天
HJT-56,7-甲氧基香豆素,7-Methoxycoumarin,531-59-9,176.169,C10H8O3,,苯丙素类,O=C1C=CC2=C(O1)C=C(OC)C=C2,"InChI=1S/C10H8O3/c1-12-8-4-2-7-3-5-10(11)13-9(7)6-8/h2-6H,1H3",LIIALPBMIOVAHH-UHFFFAOYSA-N,红景天
HJT-57,紫花前胡苷,Nodakenin,495-31-8,408.399,C20H24O9,,苯丙素类,O=C1C=CC2=CC3=C(OC(C(C)(O[C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O)C)C3)C=C2O1,"InChI=1S/C20H24O9/c1-20(2,29-19-18(25)17(24)16(23)13(8-21)28-19)14-6-10-5-9-3-4-15(22)27-11(9)7-12(10)26-14/h3-5,7,13-14,16-19,21,23-25H,6,8H2,1-2H3/t13-,14?,16-,17+,18-,19+/m1/s1",HXCGUCZXPFBNRD-VSIVXFRVSA-N,红景天
HJT-58,/,R(–)-mellein,1200-93-7,178.185,C10H10O3,,苯丙素类,O=C1OC(C)CC2=C1C(O)=CC=C2,"InChI=1S/C10H10O3/c1-6-5-7-3-2-4-8(11)9(7)10(12)13-6/h2-4,6,11H,5H2,1H3",KWILGNNWGSNMPA-UHFFFAOYSA-N,红景天
HJT-59,间苯三酚,Phloroglucinol,108-73-6,126.11,C6H6O3,,酚酸,OC1=CC(O)=CC(O)=C1,"InChI=1S/C6H6O3/c7-4-1-5(8)3-6(9)2-4/h1-3,7-9H",QCDYQQDYXPDABM-UHFFFAOYSA-N,红景天
HJT-60,"1,2,3-苯三酚",Pyrogallol,87-66-1,126.11,C6H6O3,,酚酸,OC1=C(O)C(O)=CC=C1,"InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H",WQGWDDDVZFFDIG-UHFFFAOYSA-N,红景天
HJT-61,原儿茶酸,Protocatechuic acid,99-50-3,154.12,C7H6O4,,酚酸,O=C(O)C1=CC=C(O)C(O)=C1,"InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)",YQUVCSBJEUQKSH-UHFFFAOYSA-N,红景天
HJT-62,3-甲氧基-4-O-β-D-吡喃葡萄糖基-原儿茶酸,3-Methoxy-4-O-β-D-glucopyranosyl-protocatechuic acid,/,330.292,C14H18O9,,糖苷,O=C(O)C1=CC=C(OC2C(O)C(O)C(O)C(CO)O2)C(OC)=C1,"InChI=1S/C14H18O9/c1-21-8-4-6(13(19)20)2-3-7(8)22-14-12(18)11(17)10(16)9(5-15)23-14/h2-4,9-12,14-18H,5H2,1H3,(H,19,20)",JYFOSWJYZIVJPO-UHFFFAOYSA-N,红景天
HJT-63,4-羟基苯甲酸,4-Hydroxybenzoic acid,99-96-7,138.121,C7H6O3,,酚酸,O=C(O)C1=CC=C(O)C=C1,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)",FJKROLUGYXJWQN-UHFFFAOYSA-N,红景天
HJT-64,4-羟基苯甲酸 4-O-β-D-吡喃葡萄糖苷,4-Hydroxybenzoic acid 4-O-β-D-glucopyranoside,/,300.265,C13H16O8,,糖苷,O=C(O)C1=CC=C(O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)C=C1,"InChI=1S/C13H16O8/c14-5-8-9(15)10(16)11(17)13(21-8)20-7-3-1-6(2-4-7)12(18)19/h1-4,8-11,13-17H,5H2,(H,18,19)/t8-,9-,10+,11-,13-/m1/s1",XSSDYIMYZONMBL-BZNQNGANSA-N,红景天
HJT-65,对羟基苯甲醛,4-Hydroxybenzaldehyde,123-08-0,122.121,C7H6O2,,酚酸,O=CC1=CC=C(O)C=C1,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H",RGHHSNMVTDWUBI-UHFFFAOYSA-N,红景天
HJT-66,丁香酸,Syringic acid,530-57-4,198.173,C9H10O5,,酚酸,O=C(O)C1=CC(OC)=C(O)C(OC)=C1,"InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)",JMSVCTWVEWCHDZ-UHFFFAOYSA-N,红景天
HJT-67,/,"3,5-Dimethoxy-4-hydroxy benzenecarbonic-7-O-β-D-glupyrancose",/,360.318,C15H20O10,,糖苷,O=C(O)C1=CC(OC)=C(O[C@@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)C(OC)=C1,"InChI=1S/C15H20O10/c1-22-7-3-6(14(20)21)4-8(23-2)13(7)25-15-12(19)11(18)10(17)9(5-16)24-15/h3-4,9-12,15-19H,5H2,1-2H3,(H,20,21)/t9-,10-,11+,12-,15-/m1/s1",BLKMDORKRDACEI-BJIWRROBSA-N,红景天
HJT-68,/,Icariside D2,38954-02-8,300.304,C14H20O7,,糖苷,O[C@H]1[C@H](OC2=CC=C(CCO)C=C2)O[C@H](CO)[C@@H](O)[C@@H]1O,"InChI=1S/C14H20O7/c15-6-5-8-1-3-9(4-2-8)20-14-13(19)12(18)11(17)10(7-16)21-14/h1-4,10-19H,5-7H2/t10-,11-,12+,13-,14-/m1/s1",OJDSCNUKKOKOQJ-RKQHYHRCSA-N,红景天
HJT-69,/,Heterodendrin,66465-22-3,261.272,C11H19NO6,,糖苷,CC(C)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C#N,"InChI=1S/C11H19NO6/c1-5(2)6(3-12)17-11-10(16)9(15)8(14)7(4-13)18-11/h5-11,13-16H,4H2,1-2H3/t6-,7-,8-,9+,10-,11-/m1/s1",CQWWASNOGSDPRL-MPVQUNCYSA-N,红景天
HJT-70,R-百脉根苷,Lotaustralin,534-67-8,261.272,C11H19NO6,,糖苷,CC[C@](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)(C)C#N,"InChI=1S/C11H19NO6/c1-3-11(2,5-12)18-10-9(16)8(15)7(14)6(4-13)17-10/h6-10,13-16H,3-4H2,1-2H3/t6-,7-,8+,9-,10+,11-/m1/s1",WEWBWVMTOYUPHH-QHAQEBJBSA-N,红景天
HJT-71,垂盆草苷,Sarmentosin,71933-54-5,275.259,C11H17NO7,,糖苷,N#C/C(CO)=C\CO[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O,"InChI=1S/C11H17NO7/c12-3-6(4-13)1-2-18-11-10(17)9(16)8(15)7(5-14)19-11/h1,7-11,13-17H,2,4-5H2/b6-1+/t7-,8-,9+,10-,11-/m1/s1",FWAYDNJCBHNWQD-JBWLPIRVSA-N,红景天
HJT-72,/,Sachaloside V,/,277.274,C11H19NO7,,糖苷,CCC(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)(CO)C#N,"InChI=1S/C11H19NO7/c1-2-11(4-12,5-14)19-10-9(17)8(16)7(15)6(3-13)18-10/h6-10,13-17H,2-3,5H2,1H3/t6-,7-,8+,9-,10+,11?/m1/s1",PQTBFFDFWLSIFO-GXUZYPEDSA-N,红景天
HJT-73,/,Hexyl-β-glucopyranoside,54549-24-5,264.315,C12H24O6,,糖苷,OC1C(OCCCCCC)OC(CO)C(O)C1O,"InChI=1S/C12H24O6/c1-2-3-4-5-6-17-12-11(16)10(15)9(14)8(7-13)18-12/h8-16H,2-7H2,1H3",JVAZJLFFSJARQM-UHFFFAOYSA-N,红景天
HJT-74,4-甲氧基苯乙醇,2-(4-Methoxyphenyl)ethanol,702-23-8,152.19,C9H12O2,,其他,COC1=CC=C(CCO)C=C1,"InChI=1S/C9H12O2/c1-11-9-4-2-8(3-5-9)6-7-10/h2-5,10H,6-7H2,1H3",AUWDOZOUJWEPBA-UHFFFAOYSA-N,红景天
HJT-75,/,Creoside I,/,304.34,C14H24O7,,糖苷,CC(CC/C=C(C)\CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=O,"InChI=1S/C14H24O7/c1-8(4-3-5-9(2)16)7-20-14-13(19)12(18)11(17)10(6-15)21-14/h4,10-15,17-19H,3,5-7H2,1-2H3/b8-4-/t10-,11-,12+,13-,14-/m1/s1",DNUPSKJMHPRNPH-LVEODJCBSA-N,红景天
HJT-76,/,Creoside II,/,306.356,C14H26O7,,糖苷,O[C@@H]1[C@@H](CO)O[C@@H](OC/C(C)=C/CCC(O)C)[C@H](O)[C@H]1O,"InChI=1S/C14H26O7/c1-8(4-3-5-9(2)16)7-20-14-13(19)12(18)11(17)10(6-15)21-14/h4,9-19H,3,5-7H2,1-2H3/b8-4+/t9?,10-,11-,12+,13-,14-/m1/s1",RYOZPJPMEMWLIF-NGDGIVGLSA-N,红景天
HJT-77,/,Creoside V,/,450.527,C21H38O10,,糖苷,O[C@H]1[C@H](OCC[C@@H](C)CC/C=C(C)/C)O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,"InChI=1S/C21H38O10/c1-11(2)5-4-6-12(3)7-8-28-21-19(27)17(25)16(24)14(31-21)10-30-20-18(26)15(23)13(22)9-29-20/h5,12-27H,4,6-10H2,1-3H3/t12-,13-,14+,15-,16+,17-,18+,19+,20-,21+/m0/s1",DNFPDMPLVACOKC-KBUOUNKUSA-N,红景天
