编号,化合物名称,英文名称,CAS号,分子量,分子式,2D图,化合物种类,smiles,inchi,inchikey,药材名称
JLX-078,欧前胡素, Imperatorin,482-44-0,270.28, C16H14O4,,香豆素类,C/C(C)=C/COC1=C2C(C=CC(O2)=O)=CC3=C1OC=C3,"InChI=1S/C16H14O4/c1-10(2)5-7-19-16-14-12(6-8-18-14)9-11-3-4-13(17)20-15(11)16/h3-6,8-9H,7H2,1-2H3",OLOOJGVNMBJLLR-UHFFFAOYSA-N,九里香
JLX-079,东莨菪苷,Scopolin,531-44-2,"	354.31",C16H18O9,,糖苷类,COC1=CC2=C(OC(C=C2)=O)C=C1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,"InChI=1S/C16H18O9/c1-22-9-4-7-2-3-12(18)23-8(7)5-10(9)24-16-15(21)14(20)13(19)11(6-17)25-16/h2-5,11,13-17,19-21H,6H2,1H3/t11-,13-,14+,15-,16-/m1/s1",SGTCGCCQZOUMJJ-YMILTQATSA-N,九里香
JLX-080,花椒树皮素甲 ,"	Xanthyletin","	553-19-5",228.24,C14H12O3,,香豆素类,CC1(C)OC2=C(C=C3C=CC(OC3=C2)=O)C=C1,"InChI=1S/C14H12O3/c1-14(2)6-5-10-7-9-3-4-13(15)16-11(9)8-12(10)17-14/h3-8H,1-2H3",QOTBQNVNUBKJMS-UHFFFAOYSA-N,九里香
JLX-081,小芸木呋喃内酯,7-methoxy-8-(3-methyl-5-oxo-2H-furan-4-yl)chromen-2-one,84041-46-3,"	
272.25","	
C15H12O5",,香豆素类,O=C1C=CC2=C(O1)C(C3=C(C)COC3=O)=C(OC)C=C2,"InChI=1S/C15H12O5/c1-8-7-19-15(17)12(8)13-10(18-2)5-3-9-4-6-11(16)20-14(9)13/h3-6H,7H2,1-2H3",AZYVCLJYWIHOAD-UHFFFAOYSA-N,九里香
JLX-082,儿茶素, (+/-)-Catechin hydrate, 7295-85-4,290.27,C15H14O6,,黄酮类,OC1C(C2=CC=C(O)C(O)=C2)OC3=C(C(O)=CC(O)=C3)C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2",PFTAWBLQPZVEMU-UHFFFAOYSA-N,九里香
JLX-083,异橙黄酮,6-Demethoxylnobiletin,"	17290-70-9","	372.37","	C20H20O7",,黄酮类,O=C1C=C(C2=CC=C(OC)C(OC)=C2)OC3=C1C(OC)=CC(OC)=C3OC,"InChI=1S/C20H20O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(24-3)10-17(25-4)19(26-5)20(18)27-14/h6-10H,1-5H3",UYCWETIUOAGWIL-UHFFFAOYSA-N,九里香
JLX-084,伞房花耳草素,"	2-(3,4,5-Trimethoxyphenyl)-5-hydroxy-7-methoxy-4H-1-benzopyran-4-one",18103-41-8,358.34,"	C19H18O7",,黄酮类,O=C1C=C(C2=CC(OC)=C(OC)C(OC)=C2)OC3=CC(OC)=CC(O)=C13,"InChI=1S/C19H18O7/c1-22-11-7-12(20)18-13(21)9-14(26-15(18)8-11)10-5-16(23-2)19(25-4)17(6-10)24-3/h5-9,20H,1-4H3",FLCVGMVLNHYJAW-UHFFFAOYSA-N,九里香
JLX-085,柯伊利素-7-O-葡萄糖苷,Chrysoeriol 7-O-glucoside,19993-32-9,462.4,C22H22O11,,黄酮类,COC1=C(O)C=CC(C2=CC(C3=C(C=C(O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)C=C3O)O2)=O)=C1,"InChI=1S/C22H22O11/c1-30-15-4-9(2-3-11(15)24)14-7-13(26)18-12(25)5-10(6-16(18)32-14)31-22-21(29)20(28)19(27)17(8-23)33-22/h2-7,17,19-25,27-29H,8H2,1H3/t17-,19-,20+,21-,22-/m1/s1",GAMYVSCDDLXAQW-MIUGBVLSSA-N,九里香
JLX-086,栀子黄素A,Gardenin A,21187-73-5,418.394,C21H22O9,,黄酮类,O=C1C=C(C2=CC(OC)=C(OC)C(OC)=C2)OC3=C1C(O)=C(OC)C(OC)=C3OC,"InChI=1S/C21H22O9/c1-24-13-7-10(8-14(25-2)17(13)26-3)12-9-11(22)15-16(23)19(27-4)21(29-6)20(28-5)18(15)30-12/h7-9,23H,1-6H3",MQBFFYQCZCKSBX-UHFFFAOYSA-N,九里香
JLX-087,维采宁2,Vicenin -2,23666-13-9,"	594.518",C27H30O15,,黄酮类,O[C@@H]1[C@@H](O)[C@H](C2=C3C(C(C=C(C4=CC=C(O)C=C4)O3)=O)=C(O)C([C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)=C2O)O[C@H](CO)[C@H]1O,"InChI=1S/C27H30O15/c28-6-12-17(32)21(36)23(38)26(41-12)15-19(34)14-10(31)5-11(8-1-3-9(30)4-2-8)40-25(14)16(20(15)35)27-24(39)22(37)18(33)13(7-29)42-27/h1-5,12-13,17-18,21-24,26-30,32-39H,6-7H2/t12-,13-,17-,18-,21+,22+,23-,24-,26+,27+/m1/s1",FIAAVMJLAGNUKW-VQVVXJKKSA-N,九里香
JLX-088,毡毛美洲茶素,Velutin,25739-41-7,314.289,C17H14O6,,黄酮类,O=C1C=C(C2=CC=C(O)C(OC)=C2)OC3=C1C(O)=CC(OC)=C3,"InChI=1S/C17H14O6/c1-21-10-6-12(19)17-13(20)8-14(23-16(17)7-10)9-3-4-11(18)15(5-9)22-2/h3-8,18-19H,1-2H3",ROCUOVBWAWAQFD-UHFFFAOYSA-N,九里香
JLX-089,光牡荆素2,"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-6,8-di-β-D-glucopyranosyl-5,7-dihydroxy-",29428-58-8,610.52,C27H30O16,,黄酮类,O=C1C=C(C2=CC=C(O)C(O)=C2)OC3=C([C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O)C(O)=C([C@H]5[C@@H]([C@H]([C@@H]([C@@H](CO)O5)O)O)O)C(O)=C13,"InChI=1S/C27H30O16/c28-5-12-17(33)21(37)23(39)26(42-12)15-19(35)14-10(32)4-11(7-1-2-8(30)9(31)3-7)41-25(14)16(20(15)36)27-24(40)22(38)18(34)13(6-29)43-27/h1-4,12-13,17-18,21-24,26-31,33-40H,5-6H2/t12-,13-,17-,18-,21+,22+,23-,24-,26+,27+/m1/s1",ZLPSOQFIIQIIAX-VQVVXJKKSA-N,九里香
JLX-090,丁香亭-3-O-葡糖苷,Syringetin-3-O-glucoside,40039-49-4,508.43,C23H24O13,,黄酮类,O=C1C(OC2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)=C(C3=CC(OC)=C(O)C(OC)=C3)OC4=C1C(O)=CC(O)=C4,"InChI=1S/C23H24O13/c1-32-12-3-8(4-13(33-2)16(12)27)21-22(18(29)15-10(26)5-9(25)6-11(15)34-21)36-23-20(31)19(30)17(28)14(7-24)35-23/h3-6,14,17,19-20,23-28,30-31H,7H2,1-2H3/t14-,17-,19+,20-,23?/m1/s1",JMFWYRWPJVEZPV-BZMFKJDCSA-N,九里香
JLX-091,川陈皮素,hexamethoxyflavone,478-01-3,402.39,C21H22O8,,黄酮类,O=C1C(OC)=C(C2=CC=CC=C2OC)OC3=C1C(OC)=C(OC)C(OC)=C3OC,"InChI=1S/C21H22O8/c1-23-12-10-8-7-9-11(12)15-18(25-3)14(22)13-16(24-2)19(26-4)21(28-6)20(27-5)17(13)29-15/h7-10H,1-6H3",NXEVGRAOXFKGGA-UHFFFAOYSA-N,九里香
JLX-092,表儿茶素,Epicatechin,490-46-0,290.268,C15H14O6,,黄酮类,OC1C(C2=CC=C(O)C(O)=C2)OC3=C(C(O)=CC(O)=C3)C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2",PFTAWBLQPZVEMU-UHFFFAOYSA-N,九里香
JLX-093,槲皮苷,Quercitrin,522-12-3,448.38,C21H20O11,,黄酮类,O=C1C(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)=C(C3=CC(O)=C(O)C=C3)OC4=C1C(O)=CC(O)=C4,"InChI=1S/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3/t7-,15-,17+,18+,21-/m0/s1",OXGUCUVFOIWWQJ-HQBVPOQASA-N,九里香
JLX-094,6-羟基山柰酚,6-Hydroxykaempferol,4324-55-4,302.24,C15H10O7,,黄酮类,OC1=C(C2=CC=C(O)C=C2)OC3=C(C(O)=C(O)C(O)=C3)C1=O,"InChI=1S/C15H10O7/c16-7-3-1-6(2-4-7)15-14(21)13(20)10-9(22-15)5-8(17)11(18)12(10)19/h1-5,16-19,21H",LFPHMXIOQBBTSS-UHFFFAOYSA-N,九里香
JLX-095,5'-甲氧基川陈皮素,"4H-1-Benzopyran-4-one,5,6,7,8-tetramethoxy-2-(3,4,5-trimethoxyphenyl)-",6965-36-2,432.42,C22H24O9,,黄酮类,O=C1C=C(C2=CC(OC)=C(OC)C(OC)=C2)OC3=C(OC)C(OC)=C(OC)C(OC)=C13,"InChI=1S/C22H24O9/c1-24-14-8-11(9-15(25-2)17(14)26-3)13-10-12(23)16-18(27-4)20(28-5)22(30-7)21(29-6)19(16)31-13/h8-10H,1-7H3",UAELIRBOLQZEAT-UHFFFAOYSA-N,九里香
JLX-096,吲哚-3-甲醛,Indole-3-carboxaldehyde,487-89-8,145.16,C9H7NO,,生物碱类,O=CC1=CNC2=C1C=CC=C2,"InChI=1S/C9H7NO/c11-6-7-5-10-9-4-2-1-3-8(7)9/h1-6,10H",OLNJUISKUQQNIM-UHFFFAOYSA-N,九里香
JLX-097,咖啡因 ,Caffeine,1958/8/2,194.19,"	C8H10N4O2",,生物碱类,O=C(N(C1=O)C)N(C2=C1N(C=N2)C)C,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,九里香
JLX-098,九里香果素,murracarpin,120786-76-7,290.31,"	
C16H18O5",,香豆素类,O=C1C=CC2=C(O1)C(C(OC)C(O)C(C)=C)=C(OC)C=C2,"InChI=1S/C16H18O5/c1-9(2)14(18)16(20-4)13-11(19-3)7-5-10-6-8-12(17)21-15(10)13/h5-8,14,16,18H,1H2,2-4H3",DBPWCIPDCMVUFT-UHFFFAOYSA-N,九里香
JLX-099,,isomurrayafoline B,107903-15-1,295.4,C19H21NO2,,生物碱类,OC1=CC(NC2=C3C=CC(OC)=C2C/C=C(C)\C)=C3C=C1C,"InChI=1S/C19H21NO2/c1-11(2)5-6-14-18(22-4)8-7-13-15-9-12(3)17(21)10-16(15)20-19(13)14/h5,7-10,20-21H,6H2,1-4H3",XFLPKTCBCLWABD-UHFFFAOYSA-N,九里香
