filename,mol_index,smiles,inchi,inchikey,herb
COU_Ligupersin_A_CID_11876038.sdf,0,CC1=CC(=O)[C@@H]2C(C)(C)[C@H](O)CC[C@@]2(C)[C@@H]1COc1ccc2ccc(=O)oc2c1,"InChI=1S/C24H28O5/c1-14-11-18(25)22-23(2,3)20(26)9-10-24(22,4)17(14)13-28-16-7-5-15-6-8-21(27)29-19(15)12-16/h5-8,11-12,17,20,22,26H,9-10,13H2,1-4H3/t17-,20-,22-,24+/m1/s1",HIQLOIOGTRDMIW-QSOCRCLWSA-N,°¢Îº
COU_Methyl_galbanate_CID_7075765.sdf,0,COC(=O)CC[C@H]1C(=C(C)C)CC[C@H](C)[C@]1(C)COc1ccc2ccc(=O)oc2c1,"InChI=1S/C25H32O5/c1-16(2)20-10-6-17(3)25(4,21(20)11-13-23(26)28-5)15-29-19-9-7-18-8-12-24(27)30-22(18)14-19/h7-9,12,14,17,21H,6,10-11,13,15H2,1-5H3/t17-,21-,25-/m0/s1",LWKZASDDSMSRFV-ADSMNUKGSA-N,°¢Îº
COU_persicaoside_B_CID_101840039.sdf,0,C=C1C[C@H](O)[C@@H]2C(C)(C)[C@H](O[C@@H]3O[C@H](CO[C@@H]4OC[C@](O)(CO)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@]2(C)[C@H]1COc1ccc2ccc(=O)oc2c1,"InChI=1S/C35H48O14/c1-17-11-21(37)29-33(2,3)24(9-10-34(29,4)20(17)13-44-19-7-5-18-6-8-25(38)47-22(18)12-19)49-31-28(41)27(40)26(39)23(48-31)14-45-32-30(42)35(43,15-36)16-46-32/h5-8,12,20-21,23-24,26-32,36-37,39-43H,1,9-11,13-16H2,2-4H3/t20-,21-,23+,24+,26+,27-,28+,29+,30-,31-,32+,34-,35+/m0/s1",VOUHCFIAAIDHES-HHJVWFPFSA-N,°¢Îº
COU_Rivulobirin_D_CID_10769724.sdf,0,CC(C)(O)[C@H](O)COc1c2c(cc3ccoc13)C=C[C@]1(O2)O[C@H](COc2c3occc3cc3ccc(=O)oc23)C(C)(C)O1,"InChI=1S/C32H30O11/c1-30(2,35)21(33)15-38-29-25-20(9-12-37-25)14-18-7-10-32(42-27(18)29)41-22(31(3,4)43-32)16-39-28-24-19(8-11-36-24)13-17-5-6-23(34)40-26(17)28/h5-14,21-22,33,35H,15-16H2,1-4H3/t21-,22-,32-/m1/s1",RQSPCDMBNUXDLD-VOSQCMCKSA-N,°¢Îº
COU_samarcandin_acetate_CID_11908387.sdf,0,CC(=O)O[C@H]1CC[C@]2(C)[C@H](CC[C@](C)(O)[C@H]2COc2ccc3ccc(=O)oc3c2)C1(C)C,"InChI=1S/C26H34O6/c1-16(27)31-22-11-12-25(4)20(24(22,2)3)10-13-26(5,29)21(25)15-30-18-8-6-17-7-9-23(28)32-19(17)14-18/h6-9,14,20-22,29H,10-13,15H2,1-5H3/t20-,21+,22+,25-,26+/m1/s1",RIPKCRCUFJSKKD-AWFZIUMBSA-N,°¢Îº
COU_samarcandin_CID_71587098.sdf,0,CC1(C)[C@H](O)CC[C@]2(C)[C@@H](COc3ccc4ccc(=O)oc4c3)[C@](C)(O)CC[C@@H]12,"InChI=1S/C24H32O5/c1-22(2)18-9-12-24(4,27)19(23(18,3)11-10-20(22)25)14-28-16-7-5-15-6-8-21(26)29-17(15)13-16/h5-8,13,18-20,25,27H,9-12,14H2,1-4H3/t18-,19+,20+,23-,24+/m0/s1",WNANPKYNOALKIV-XARGLDOUSA-N,°¢Îº
COU_samarcandone_CID_101285185.sdf,0,CC1(C)C(=O)CC[C@]2(C)[C@@H](COc3ccc4ccc(=O)oc4c3)[C@](C)(O)CC[C@@H]12,"InChI=1S/C24H30O5/c1-22(2)18-9-12-24(4,27)19(23(18,3)11-10-20(22)25)14-28-16-7-5-15-6-8-21(26)29-17(15)13-16/h5-8,13,18-19,27H,9-12,14H2,1-4H3/t18-,19+,23-,24+/m0/s1",KWFSFXRPFGONDD-WJHCDBIXSA-N,°¢Îº
COU_szowitsiacoumarin_A_CID_102272640.sdf,0,C[C@@H]1CC[C@@]2(C)[C@@H](CCC(=O)[C@@H]2C)[C@]1(C)COc1ccc2ccc(=O)oc2c1,"InChI=1S/C24H30O4/c1-15-11-12-23(3)16(2)19(25)8-9-21(23)24(15,4)14-27-18-7-5-17-6-10-22(26)28-20(17)13-18/h5-7,10,13,15-16,21H,8-9,11-12,14H2,1-4H3/t15-,16+,21-,23-,24-/m1/s1",RMXJARGUSLRHBH-UJQXWQDRSA-N,°¢Îº
COU_szowitsiacoumarin_B_CID_102272641.sdf,0,C[C@@H]1CC=C2[C@@H](CC[C@H](O)C2(C)C)[C@]1(C)COc1ccc2ccc(=O)oc2c1,"InChI=1S/C24H30O4/c1-15-5-9-18-19(10-11-21(25)23(18,2)3)24(15,4)14-27-17-8-6-16-7-12-22(26)28-20(16)13-17/h6-9,12-13,15,19,21,25H,5,10-11,14H2,1-4H3/t15-,19-,21+,24-/m1/s1",LTXNTWWWHIQHCN-FUKWJPFRSA-N,°¢Îº
COU_Umbelliferone_CID_5281426.sdf,0,O=c1ccc2ccc(O)cc2o1,"InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H",ORHBXUUXSCNDEV-UHFFFAOYSA-N,°¢Îº
COU_umbelliprenin_CID_1781413.sdf,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/COc1ccc2ccc(=O)oc2c1,"InChI=1S/C24H30O3/c1-18(2)7-5-8-19(3)9-6-10-20(4)15-16-26-22-13-11-21-12-14-24(25)27-23(21)17-22/h7,9,11-15,17H,5-6,8,10,16H2,1-4H3/b19-9+,20-15+",GNMUGVNEWCZUAA-WOWYBKFKSA-N,°¢Îº
"OTH_2,3,4-trimethylthiophene2_CID_15710.sdf",0,Cc1csc(C)c1C,"InChI=1S/C7H10S/c1-5-4-8-7(3)6(5)2/h4H,1-3H3",MAVVDCDMBKFUES-UHFFFAOYSA-N,°¢Îº
OTH_ferchromone_CID_14630586.sdf,0,CC(C)=CCC/C(C)=C/CC[C@]1(C)Oc2oc3ccccc3c(=O)c2C[C@@H]1O,"InChI=1S/C24H30O4/c1-16(2)9-7-10-17(3)11-8-14-24(4)21(25)15-19-22(26)18-12-5-6-13-20(18)27-23(19)28-24/h5-6,9,11-13,21,25H,7-8,10,14-15H2,1-4H3/b17-11+/t21-,24-/m0/s1",ILNBVBZHKDOGTR-SXGPKUQFSA-N,°¢Îº
OTH_Ferupennin_E_CID_11101820.sdf,0,CC(=O)O[C@]1(C)C(=O)O[C@H]2[C@@H]3C(C)=CC(=O)C3=C(C)C[C@H](OC(=O)[C@@]3(C)O[C@@H]3C)[C@H]21,"InChI=1S/C22H26O8/c1-9-7-13(24)15-10(2)8-14(27-19(25)21(5)11(3)29-21)17-18(16(9)15)28-20(26)22(17,6)30-12(4)23/h7,11,14,16-18H,8H2,1-6H3/t11-,14+,16-,17-,18+,21+,22+/m1/s1",YQABOFISFLOPAF-ZICQQEQYSA-N,°¢Îº
OTH_Ferupennin_F_CID_10938981.sdf,0,CC(=O)O[C@]1(C)C(=O)O[C@H]2[C@@H]3C(C)=CC(=O)C3=C(C)C[C@H](OC(=O)[C@](C)(O)C(C)=O)[C@H]21,"InChI=1S/C22H26O9/c1-9-7-13(25)15-10(2)8-14(29-19(26)21(5,28)11(3)23)17-18(16(9)15)30-20(27)22(17,6)31-12(4)24/h7,14,16-18,28H,8H2,1-6H3/t14-,16+,17+,18-,21+,22-/m0/s1",DZMQOTRZCJPNSY-OFGMKEHYSA-N,°¢Îº
OTH_Ferupennin_G_CID_11026159.sdf,0,C=C(C(=O)O[C@H]1CC(C)=C2C(=O)C=C(C)[C@H]2[C@@H]2OC(=O)[C@@](C)(OC(C)=O)[C@@H]21)[C@H](C)O,"InChI=1S/C22H26O8/c1-9-7-14(25)16-10(2)8-15(28-20(26)11(3)12(4)23)18-19(17(9)16)29-21(27)22(18,6)30-13(5)24/h7,12,15,17-19,23H,3,8H2,1-2,4-6H3/t12-,15-,17+,18+,19-,22-/m0/s1",MEGAIYLFOJKEBX-SMAHPJCNSA-N,°¢Îº
OTH_Ferupennin_I_CID_12967182.sdf,0,C/C=C(\C)C(=O)O[C@H]1CC(C)=C2C(=O)C=C(CO)[C@H]2[C@@H]2OC(=O)[C@@](C)(OC(C)=O)[C@@H]21,"InChI=1S/C22H26O8/c1-6-10(2)20(26)28-15-7-11(3)16-14(25)8-13(9-23)17(16)19-18(15)22(5,21(27)29-19)30-12(4)24/h6,8,15,17-19,23H,7,9H2,1-5H3/b10-6+/t15-,17+,18+,19-,22-/m0/s1",DITPMESACDRAQN-MDHAOBONSA-N,°¢Îº
OTH_Ferupennin_J_CID_10024166.sdf,0,C=C(C)C(=O)O[C@H]1CC(CO)=C2C(=O)C=C(C)[C@H]2[C@@H]2OC(=O)[C@@](C)(OC(C)=O)[C@@H]21,"InChI=1S/C21H24O8/c1-9(2)19(25)27-14-7-12(8-22)16-13(24)6-10(3)15(16)18-17(14)21(5,20(26)28-18)29-11(4)23/h6,14-15,17-18,22H,1,7-8H2,2-5H3/t14-,15+,17+,18-,21-/m0/s1",MPVMGEKZWJBZHH-WNXQOTDXSA-N,°¢Îº
OTH_Ferupennin_K_CID_10873144.sdf,0,C=C(C)C(=O)O[C@H]1CC(C)=C2C(=O)C=C(CO)[C@H]2[C@@H]2OC(=O)[C@@](C)(OC(C)=O)[C@@H]21,"InChI=1S/C21H24O8/c1-9(2)19(25)27-14-6-10(3)15-13(24)7-12(8-22)16(15)18-17(14)21(5,20(26)28-18)29-11(4)23/h7,14,16-18,22H,1,6,8H2,2-5H3/t14-,16+,17+,18-,21-/m0/s1",SGOTVEBFZHNFHE-YTBPQBKGSA-N,°¢Îº
OTH_Ferupennin_M_CID_101222504.sdf,0,C/C=C(\C)C(=O)O[C@H]1CC(C)=C2C(=O)C=C(C)[C@@]2(O)[C@@H]2OC(=O)[C@@](C)(OC(C)=O)[C@H]12,"InChI=1S/C22H26O8/c1-7-10(2)19(25)28-15-8-11(3)16-14(24)9-12(4)22(16,27)18-17(15)21(6,20(26)29-18)30-13(5)23/h7,9,15,17-18,27H,8H2,1-6H3/b10-7+/t15-,17+,18+,21-,22-/m0/s1",DOLGSWNTGPHAQN-VLFQZKDDSA-N,°¢Îº
OTH_Ferupennin_O_CID_637061.sdf,0,CC1=CC(=O)C2=C(C)CC(=O)[C@@H]3[C@@H](OC(=O)[C@@H]3C)[C@H]12,"InChI=1S/C15H16O4/c1-6-4-10(17)13-8(3)15(18)19-14(13)12-7(2)5-9(16)11(6)12/h5,8,12-14H,4H2,1-3H3/t8-,12-,13-,14+/m1/s1",JFFMMLPJMYOOOM-OJICRYGUSA-N,°¢Îº
OTH_foetithiophene_A_CID_10877558.sdf,0,Cc1sc(C(=O)O)c(C)c1C,"InChI=1S/C8H10O2S/c1-4-5(2)7(8(9)10)11-6(4)3/h1-3H3,(H,9,10)",ZHSGKMPXEWBKBM-UHFFFAOYSA-N,°¢Îº
OTH_juniferinin_CID_46871641.sdf,0,CC(=O)O[C@H]1/C=C(/C)[C@H](OC(=O)c2ccc(O)cc2)CC=C(C)CCCC1(C)C,"InChI=1S/C24H32O5/c1-16-7-6-14-24(4,5)22(28-18(3)25)15-17(2)21(13-8-16)29-23(27)19-9-11-20(26)12-10-19/h8-12,15,21-22,26H,6-7,13-14H2,1-5H3/b16-8?,17-15-/t21-,22+/m1/s1",YUURXLYREVDXOP-YFEGCGBTSA-N,°¢Îº
OTH_juniferin_CID_171120401.sdf,0,COc1cc(C(=O)O[C@@H]2C/C=C(\C)CCCC(C)(C)[C@@H](O)/C=C\2C)ccc1O,"InChI=1S/C23H32O5/c1-15-7-6-12-23(3,4)21(25)13-16(2)19(11-8-15)28-22(26)17-9-10-18(24)20(14-17)27-5/h8-10,13-14,19,21,24-25H,6-7,11-12H2,1-5H3/b15-8+,16-13-/t19-,21+/m1/s1",VCQQSPUHIVJOLT-JSRQHHBLSA-N,°¢Îº
OTH_kopetdaghin_E_CID_23624982.sdf,0,COc1ccc2c(=O)c3c(oc2c1)O[C@](C)(CC/C=C(\C)CC(=O)C=C(C)C)[C@@H]3C,"InChI=1S/C25H30O5/c1-15(2)12-18(26)13-16(3)8-7-11-25(5)17(4)22-23(27)20-10-9-19(28-6)14-21(20)29-24(22)30-25/h8-10,12,14,17H,7,11,13H2,1-6H3/b16-8+/t17-,25-/m1/s1",TZFPVRHITPOBTG-GEQKCUNQSA-N,°¢Îº
OTH_kuhistanicaol_A_CID_15545785.sdf,0,COc1cc(C(=O)O[C@H]2C[C@@]3(C)O[C@H]3C[C@]3(C)[C@@H]2[C@](O)(C(C)C)C[C@H]3OC(C)=O)ccc1O,"InChI=1S/C25H34O8/c1-13(2)25(29)12-19(31-14(3)26)23(4)11-20-24(5,33-20)10-18(21(23)25)32-22(28)15-7-8-16(27)17(9-15)30-6/h7-9,13,18-21,27,29H,10-12H2,1-6H3/t18-,19+,20-,21+,23-,24+,25+/m0/s1",QECPVEDYFWYCOV-JAVRITLLSA-N,°¢Îº
OTH_Lancerotriol 9-acetate-6-p-hydroxybenzoate_CID_12016127.sdf,0,CC(=O)O[C@H]1C[C@@]2(C)CC[C@@](O)(C(C)C)[C@H]2[C@@H](OC(=O)c2ccc(O)cc2)C=C1C,"InChI=1S/C24H32O6/c1-14(2)24(28)11-10-23(5)13-20(29-16(4)25)15(3)12-19(21(23)24)30-22(27)17-6-8-18(26)9-7-17/h6-9,12,14,19-21,26,28H,10-11,13H2,1-5H3/t19-,20-,21-,23+,24+/m0/s1",XLXAJOASBOPLDJ-QRADPCAZSA-N,°¢Îº
OTH_lyciferinB_CID_46886860.sdf,0,C/C=C(/C)C(=O)O[C@@H]1CC=C(C)CCCC(C)(C)[C@@H](OC(C)=O)/C=C\1C,"InChI=1S/C22H34O4/c1-8-16(3)21(24)26-19-12-11-15(2)10-9-13-22(6,7)20(14-17(19)4)25-18(5)23/h8,11,14,19-20H,9-10,12-13H2,1-7H3/b15-11?,16-8-,17-14-/t19-,20+/m1/s1",DJZAMDRFIUQAJH-PPWWNSHQSA-N,°¢Îº
OTH_lyciferinC_CID_46886847.sdf,0,CC1=CC[C@@H](OC(=O)c2ccccc2)/C(C)=C\[C@H](O)C(C)(C)CCC1,"InChI=1S/C22H30O3/c1-16-9-8-14-22(3,4)20(23)15-17(2)19(13-12-16)25-21(24)18-10-6-5-7-11-18/h5-7,10-12,15,19-20,23H,8-9,13-14H2,1-4H3/b16-12?,17-15-/t19-,20+/m1/s1",JRSLQKPYZJDQRG-YXPSBTKLSA-N,°¢Îº
OTH_lyciferinD_CID_46886858.sdf,0,CC(=O)O[C@H]1/C=C(/C)[C@H](OC(=O)c2ccccc2)CC=C(C)CCCC1(C)C,"InChI=1S/C24H32O4/c1-17-10-9-15-24(4,5)22(27-19(3)25)16-18(2)21(14-13-17)28-23(26)20-11-7-6-8-12-20/h6-8,11-13,16,21-22H,9-10,14-15H2,1-5H3/b17-13?,18-16-/t21-,22+/m1/s1",WZEJCPHMOSKQHH-FNXKFTHESA-N,°¢Îº
OTH_lyciferinE_CID_46886850.sdf,0,COc1cc(C(=O)O[C@@H]2CC=C(C)CCCC(C)(C)[C@@H](OC(C)=O)/C=C\2C)ccc1O,"InChI=1S/C25H34O6/c1-16-8-7-13-25(4,5)23(30-18(3)26)14-17(2)21(12-9-16)31-24(28)19-10-11-20(27)22(15-19)29-6/h9-11,14-15,21,23,27H,7-8,12-13H2,1-6H3/b16-9?,17-14-/t21-,23+/m1/s1",AXDKQXWBOZSURR-LFWACVJTSA-N,°¢Îº
OTH_siol_anisate_CID_56676058.sdf,0,COc1ccc(C(=O)O[C@@H]2C=C(C)CC[C@]3(O)[C@H](C(C)C)CC(=O)[C@]23C)cc1,"InChI=1S/C23H30O5/c1-14(2)18-13-19(24)22(4)20(12-15(3)10-11-23(18,22)26)28-21(25)16-6-8-17(27-5)9-7-16/h6-9,12,14,18,20,26H,10-11,13H2,1-5H3/t18-,20+,22+,23-/m0/s1",UJYSKNUHBUUKAD-WJFJTQNHSA-N,°¢Îº
OTH_Vanilloylfervanol_CID_46886848.sdf,0,C=C1/C=C/C(C)(C)[C@H](OC(=O)c2ccc(O)c(OC)c2)CCC(C)=CCC1,"InChI=1S/C23H30O4/c1-16-7-6-8-17(2)13-14-23(3,4)21(12-9-16)27-22(25)18-10-11-19(24)20(15-18)26-5/h7,10-11,13-15,21,24H,2,6,8-9,12H2,1,3-5H3/b14-13+,16-7?/t21-/m1/s1",WCPPMAAKIAIVQU-UGJOZARVSA-N,°¢Îº
PHE_Dshamirone_CID_10428364.sdf,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)c1ccc(O)cc1O,"InChI=1S/C23H32O3/c1-17(2)8-5-9-18(3)10-6-11-19(4)12-7-13-22(25)21-15-14-20(24)16-23(21)26/h8,10,12,14-16,24,26H,5-7,9,11,13H2,1-4H3/b18-10+,19-12+",MPFBSHWWHMIGCL-UBIAKTOFSA-N,°¢Îº
PHE_Ethyl_p-hydroxybenzoate_CID_8434.sdf,0,CCOC(=O)c1ccc(O)cc1,"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",NUVBSKCKDOMJSU-UHFFFAOYSA-N,°¢Îº
PHE_ferchromonol_CID_14630588.sdf,0,C=C(C)[C@@H](O)CC/C(C)=C/CC[C@]1(C)Oc2oc3ccccc3c(=O)c2C[C@@H]1O,"InChI=1S/C24H30O5/c1-15(2)19(25)12-11-16(3)8-7-13-24(4)21(26)14-18-22(27)17-9-5-6-10-20(17)28-23(18)29-24/h5-6,8-10,19,21,25-26H,1,7,11-14H2,2-4H3/b16-8+/t19-,21-,24-/m0/s1",HFSYZZHJCCXGHB-VPNMDFPSSA-N,°¢Îº
PHE_Ferulaeone_A_CID_102194692.sdf,0,COC(=O)[C@H](C/C=C(\C)CC/C=C(\C)C/C=C/C(C)C)C(=O)c1ccc(O)cc1O,"InChI=1S/C25H34O5/c1-17(2)8-6-9-18(3)10-7-11-19(4)12-14-22(25(29)30-5)24(28)21-15-13-20(26)16-23(21)27/h6,8,10,12-13,15-17,22,26-27H,7,9,11,14H2,1-5H3/b8-6+,18-10+,19-12+/t22-/m1/s1",HFTLZQPRMDDCTR-BMWBLDQDSA-N,°¢Îº
PHE_Ferulaeone_B_CID_71574037.sdf,0,CC(=O)O[C@H](CC/C(C)=C/CCC(=O)c1ccc(O)cc1O)[C@](C)(O)CCC=C(C)C,"InChI=1S/C25H36O6/c1-17(2)8-7-15-25(5,30)24(31-19(4)26)14-11-18(3)9-6-10-22(28)21-13-12-20(27)16-23(21)29/h8-9,12-13,16,24,27,29-30H,6-7,10-11,14-15H2,1-5H3/b18-9+/t24-,25-/m1/s1",JDVWBXDBNKCEEE-VWRPJUHASA-N,°¢Îº
PHE_Ferulaeone_D_CID_102194694.sdf,0,C/C(=C/C/C=C(\C)[C@H](C)CC(=O)c1ccc(O)cc1O)Cc1cc(C)co1,"InChI=1S/C23H28O4/c1-15(10-20-11-16(2)14-27-20)6-5-7-17(3)18(4)12-22(25)21-9-8-19(24)13-23(21)26/h6-9,11,13-14,18,24,26H,5,10,12H2,1-4H3/b15-6-,17-7+/t18-/m1/s1",BULFJIKGJJCXFJ-VCMYEKQFSA-N,°¢Îº
PHE_Ferulaeone_G_CID_71574073.sdf,0,COc1cc(/C=C/C[C@@H](C/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)c2ccc(O)cc2O)ccc1O,"InChI=1S/C33H42O5/c1-23(2)9-6-10-24(3)11-7-12-25(4)15-17-27(33(37)29-19-18-28(34)22-31(29)36)14-8-13-26-16-20-30(35)32(21-26)38-5/h8-9,11,13,15-16,18-22,27,34-36H,6-7,10,12,14,17H2,1-5H3/b13-8+,24-11+,25-15+/t27-/m0/s1",URDQMHMNCZHFGZ-ZQPGLSOESA-N,°¢Îº
PHE_ferutinin_CID_354654.sdf,0,CC1=CC[C@@]2(C)CC[C@@](O)(C(C)C)[C@@H]2[C@@H](OC(=O)c2ccc(O)cc2)C1,"InChI=1S/C22H30O4/c1-14(2)22(25)12-11-21(4)10-9-15(3)13-18(19(21)22)26-20(24)16-5-7-17(23)8-6-16/h5-9,14,18-19,23,25H,10-13H2,1-4H3/t18-,19+,21-,22+/m0/s1",CYSHNJQMYORNJI-YUVXSKOASA-N,°¢Îº
PHE_Fukanedone_B_CID_11188791.sdf,0,CC(C)=CCC/C(C)=C/CC[C@]1(C)OC(=O)[C@H](C(=O)c2ccc(O)cc2O)[C@H]1C,"InChI=1S/C24H32O5/c1-15(2)8-6-9-16(3)10-7-13-24(5)17(4)21(23(28)29-24)22(27)19-12-11-18(25)14-20(19)26/h8,10-12,14,17,21,25-26H,6-7,9,13H2,1-5H3/b16-10+/t17-,21+,24+/m1/s1",PUFZTKZBPIVBQR-UAQDBESWSA-N,°¢Îº
PHE_Fukanedone_C_CID_11350513.sdf,0,CC(C)=CC(=O)/C=C(\C)CCC[C@@]1(C)OC(=O)[C@H](C(=O)c2ccc(O)cc2O)[C@H]1C,"InChI=1S/C24H30O6/c1-14(2)11-18(26)12-15(3)7-6-10-24(5)16(4)21(23(29)30-24)22(28)19-9-8-17(25)13-20(19)27/h8-9,11-13,16,21,25,27H,6-7,10H2,1-5H3/b15-12+/t16-,21+,24-/m1/s1",OFAXVXGIEWFHQV-UZJAXVDTSA-N,°¢Îº
PHE_Fukanedone_D_CID_11200812.sdf,0,CC(C)=CC(=O)/C=C(/C)CCC[C@@]1(C)OC(=O)[C@H](C(=O)c2ccc(O)cc2O)[C@H]1C,"InChI=1S/C24H30O6/c1-14(2)11-18(26)12-15(3)7-6-10-24(5)16(4)21(23(29)30-24)22(28)19-9-8-17(25)13-20(19)27/h8-9,11-13,16,21,25,27H,6-7,10H2,1-5H3/b15-12-/t16-,21+,24-/m1/s1",OFAXVXGIEWFHQV-RODQJHSISA-N,°¢Îº
PHE_Fukanedone_E_CID_21593959.sdf,0,COc1ccc(C(=O)[C@H]2C(=O)O[C@](C)(CC/C=C(\C)Cc3cc(C)co3)[C@@H]2C)c(O)c1,"InChI=1S/C25H30O6/c1-15(11-19-12-16(2)14-30-19)7-6-10-25(4)17(3)22(24(28)31-25)23(27)20-9-8-18(29-5)13-21(20)26/h7-9,12-14,17,22,26H,6,10-11H2,1-5H3/b15-7+/t17-,22+,25-/m1/s1",LHLJDPNWUZLDDY-YFWWFAMISA-N,°¢Îº
PHE_fukanefurochromone_A_CID_11326931.sdf,0,CC(C)=CC(=O)C/C(C)=C/CC[C@]1(C)Oc2oc3cc(O)ccc3c(=O)c2[C@H]1C,"InChI=1S/C24H28O5/c1-14(2)11-18(26)12-15(3)7-6-10-24(5)16(4)21-22(27)19-9-8-17(25)13-20(19)28-23(21)29-24/h7-9,11,13,16,25H,6,10,12H2,1-5H3/b15-7+/t16-,24+/m1/s1",OROKUKZIDYKSRX-FFYZWUAMSA-N,°¢Îº
PHE_fukanefurochromone_B_CID_11589332.sdf,0,CC(C)=CC(=O)C/C(C)=C/CC[C@@]1(C)Oc2oc3cc(O)ccc3c(=O)c2[C@H]1C,"InChI=1S/C24H28O5/c1-14(2)11-18(26)12-15(3)7-6-10-24(5)16(4)21-22(27)19-9-8-17(25)13-20(19)28-23(21)29-24/h7-9,11,13,16,25H,6,10,12H2,1-5H3/b15-7+/t16-,24-/m1/s1",OROKUKZIDYKSRX-BAFNZYHESA-N,°¢Îº
PHE_fukanefurochromone_C_CID_5326393.sdf,0,CC(C)=CC(=O)/C=C(\C)CCC[C@]1(C)Oc2oc3cc(O)ccc3c(=O)c2[C@H]1C,"InChI=1S/C24H28O5/c1-14(2)11-18(26)12-15(3)7-6-10-24(5)16(4)21-22(27)19-9-8-17(25)13-20(19)28-23(21)29-24/h8-9,11-13,16,25H,6-7,10H2,1-5H3/b15-12+/t16-,24+/m1/s1",NKADAHGDGPLCME-HHVFJXNFSA-N,°¢Îº
PHE_fukanefurochromone_D_CID_11953542.sdf,0,CC(C)=CC(=O)/C=C(/C)CCC[C@]1(C)Oc2oc3cc(O)ccc3c(=O)c2[C@H]1C,"InChI=1S/C24H28O5/c1-14(2)11-18(26)12-15(3)7-6-10-24(5)16(4)21-22(27)19-9-8-17(25)13-20(19)28-23(21)29-24/h8-9,11-13,16,25H,6-7,10H2,1-5H3/b15-12-/t16-,24+/m1/s1",NKADAHGDGPLCME-QIVXTBRYSA-N,°¢Îº
PHE_fukanefurochromone_E_CID_44584257.sdf,0,CC(C)=CC(=O)/C=C(/C)CCC[C@@]1(C)Oc2oc3cc(O)ccc3c(=O)c2[C@H]1C,"InChI=1S/C24H28O5/c1-14(2)11-18(26)12-15(3)7-6-10-24(5)16(4)21-22(27)19-9-8-17(25)13-20(19)28-23(21)29-24/h8-9,11-13,16,25H,6-7,10H2,1-5H3/b15-12-/t16-,24-/m1/s1",NKADAHGDGPLCME-AFVAUOOZSA-N,°¢Îº
PHE_Juniferdin_CID_101615584.sdf,0,C/C1=C/C[C@@H](OC(=O)c2ccc(O)cc2)/C(C)=C\[C@@H](O)C(C)(C)CCC1,"InChI=1S/C22H30O4/c1-15-6-5-13-22(3,4)20(24)14-16(2)19(12-7-15)26-21(25)17-8-10-18(23)11-9-17/h7-11,14,19-20,23-24H,5-6,12-13H2,1-4H3/b15-7-,16-14-/t19-,20-/m1/s1",JDZBITULCWBIMC-URRVEYQKSA-N,°¢Îº
PHE_kuhistanicaol_C_CID_15545786.sdf,0,COc1ccc(C(=O)O[C@H]2CC(CO)=CC[C@@]3(C)CC[C@@](O)(C(C)C)[C@H]23)cc1,"InChI=1S/C23H32O5/c1-15(2)23(26)12-11-22(3)10-9-16(14-24)13-19(20(22)23)28-21(25)17-5-7-18(27-4)8-6-17/h5-9,15,19-20,24,26H,10-14H2,1-4H3/t19-,20+,22-,23+/m0/s1",GAASAKWUDZGHBV-PABCKOPISA-N,°¢Îº
PHE_kuhistanicaol_D_CID_15545787.sdf,0,COc1cc(C(=O)O[C@H]2CC(C)=C[C@H](O)[C@@]3(C)CC[C@@](O)(C(C)C)[C@H]23)ccc1O,"InChI=1S/C23H32O6/c1-13(2)23(27)9-8-22(4)19(25)11-14(3)10-18(20(22)23)29-21(26)15-6-7-16(24)17(12-15)28-5/h6-7,11-13,18-20,24-25,27H,8-10H2,1-5H3/t18-,19-,20+,22+,23+/m0/s1",GFKDYNPOYQBRJC-ZYSLNFODSA-N,°¢Îº
PHE_kuhistanicaol_E_CID_14466075.sdf,0,COc1cc(C(=O)O[C@H]2C=C(C)[C@H](O)C[C@@]3(C)CC[C@@](O)(C(C)C)[C@H]23)ccc1O,"InChI=1S/C23H32O6/c1-13(2)23(27)9-8-22(4)12-17(25)14(3)10-19(20(22)23)29-21(26)15-6-7-16(24)18(11-15)28-5/h6-7,10-11,13,17,19-20,24-25,27H,8-9,12H2,1-5H3/t17-,19+,20-,22-,23-/m1/s1",YEYDMYXRNHSXFX-DOVTVYQYSA-N,°¢Îº
PHE_kuhistanicaol_I_CID_636500.sdf,0,COc1cc(C(=O)O[C@@H]2CC(C)=C[C@@H](O)[C@@]3(C)C(=O)C[C@@](O)(C(C)C)[C@H]23)ccc1O,"InChI=1S/C23H30O7/c1-12(2)23(28)11-19(26)22(4)18(25)9-13(3)8-17(20(22)23)30-21(27)14-6-7-15(24)16(10-14)29-5/h6-7,9-10,12,17-18,20,24-25,28H,8,11H2,1-5H3/t17-,18-,20-,22+,23-/m1/s1",OBKNOQAROVHENZ-YPBQMLHOSA-N,°¢Îº
