编号,化合物名称,英文名称,CAS号,分子量,分子式,2D图,化合物分类,smiles,inchi,inchikey,药材名称
HZ-074,维生素 C,Vitamin C,50-81-7,176.12,C6H8O6,,酚酸类,OC[C@@H]([C@]1([H])C(O)=C(C(O1)=O)O)O,"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1",CIWBSHSKHKDKBQ-JLAZNSOCSA-N,虎杖
HZ-075,草酸,Oxalic acid,144-62-7,90.03,C2H2O4,,酚酸类,OC(C(O)=O)=O,"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)",MUBZPKHOEPUJKR-UHFFFAOYSA-N,虎杖
HZ-076,色氨酸,Tryptophan,73-22-3,204.23,C11H12N2O2,,酚酸类,OC([C@@H](N)CC1=CNC2=CC=CC=C12)=O,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",QIVBCDIJIAJPQS-VIFPVBQESA-N,虎杖
HZ-077,1-(3-O-β-D-吡喃葡萄糖苷-4，5-二羟基苯基)-氨基苯乙酮,"1-[3-(β-D-Glucopyranosyloxy)-4,5-dihydroxyphenyl]ethanone",448949-59-5,330.29,C14H18O9,,苯丙素类,O=C(C)C1=CC(O)=C(O)C(O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O2)=C1,"InChI=1S/C14H18O9/c1-5(16)6-2-7(17)10(18)8(3-6)22-14-13(21)12(20)11(19)9(4-15)23-14/h2-3,9,11-15,17-21H,4H2,1H3/t9-,11-,12+,13-,14-/m0/s1",QLFNMRWROGMDLF-HNGSFYKJSA-N,虎杖
HZ-078,2，6-二羟基苯乙酸,"2,6-dihydroxyphenylacetic acid",64700-73-8,168.15,C8H8O4,,苯丙素类,OC(C=CC=C1O)=C1CC(O)=O,"InChI=1S/C8H8O4/c9-6-2-1-3-7(10)5(6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",CROCAQYJJNCZQH-UHFFFAOYSA-N,虎杖
HZ-079,1-(3'，5'-二羟苯基)-2-(4″-羟苯基)-乙烷基-1，2-二醇,"5-[1,2-Dihydroxy-2-(4-hydroxyphenyl)ethyl]-1,3-benzenediol",1945942-54-0,262.26,C14H14O5,,黄酮类,OC1=CC(O)=CC(C(O)C(O)C2=CC=C(O)C=C2)=C1,"InChI=1S/C14H14O5/c15-10-3-1-8(2-4-10)13(18)14(19)9-5-11(16)7-12(17)6-9/h1-7,13-19H",GGSOFAHOBAQOMR-UHFFFAOYSA-N,虎杖
HZ-080,3，4-二羟基-5-甲氧基苯甲酸钠,sodium 2-hydroxy-6-methoxy-4-(methoxycarbonyl)phenyl sulfate,/,300.21,C9H9NaO8S,,苯丙素类,O=C(OC)C1=CC(OC)=C(OS(=O)(O[Na])=O)C(O)=C1,"InChI=1S/C9H10O8S.Na/c1-15-7-4-5(9(11)16-2)3-6(10)8(7)17-18(12,13)14;/h3-4,10H,1-2H3,(H,12,13,14);/q;+1/p-1",IUASNIDXZZTXJY-UHFFFAOYSA-M,虎杖
HZ-081,绿原酸,Chlorogenic acid,327-97-9,354.31,C16H18O9,,酚酸类,OC(C=C1C=CC(O[C@@H]2C[C@@](O)(C[C@H]([C@H]2O)O)C(O)=O)=O)=C(C=C1)O,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)/t11-,12-,14-,16+/m1/s1",CWVRJTMFETXNAD-NCZKRNLISA-N,虎杖
HZ-082,胡萝卜苷,Daucosterol,474-58-8,576.85,C35H60O6,,甾体类,C[C@@]12[C@](CC[C@]2([H])[C@H](C)CC[C@@H](CC)C(C)C)([H])[C@@]3([H])[C@@](CC1)([H])[C@@]4(C(C[C@H](CC4)O[C@@H]5O[C@@H]([C@H]([C@@H]([C@H]5O)O)O)CO)=CC3)C,"InChI=1S/C35H60O6/c1-7-22(20(2)3)9-8-21(4)26-12-13-27-25-11-10-23-18-24(14-16-34(23,5)28(25)15-17-35(26,27)6)40-33-32(39)31(38)30(37)29(19-36)41-33/h10,20-22,24-33,36-39H,7-9,11-19H2,1-6H3/t21-,22-,24+,25+,26-,27+,28+,29-,30-,31+,32-,33-,34+,35-/m1/s1",NPJICTMALKLTFW-OFUAXYCQSA-N,虎杖
HZ-083,新绿原酸,Neochlorogenic acid,906-33-2,354.31,C16H18O9,,酚酸类,OC(C=C1/C=C/C(O[C@@H]2C[C@](O)(C[C@H]([C@@H]2O)O)C(O)=O)=O)=C(C=C1)O,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14+,16-/m1/s1",CWVRJTMFETXNAD-NXLLHMKUSA-N,虎杖
HZ-084,5，7-二羟基-6-甲氧基-3-(9-羟基苯基甲基)-色原酮,"2-hydroxybenzyl 5,7-dihydroxy-6-methoxy-4-oxochromane-3-carboxylate",/,360.32,C18H16O8,,香豆素类,OC(C=CC=C1)=C1COC(C2C(C3=C(O)C(OC)=C(O)C=C3OC2)=O)=O,"InChI=1S/C18H16O8/c1-24-17-12(20)6-13-14(16(17)22)15(21)10(8-25-13)18(23)26-7-9-4-2-3-5-11(9)19/h2-6,10,19-20,22H,7-8H2,1H3",KFOZWEZDDKAWLN-UHFFFAOYSA-N,虎杖
HZ-085,4-羟基苯乙酮,4′-Hydroxyacetophenone,99-93-4,136.15,C8H8O2,,苯丙素类,CC(C1=CC=C(O)C=C1)=O,"InChI=1S/C8H8O2/c1-6(9)7-2-4-8(10)5-3-7/h2-5,10H,1H3",TXFPEBPIARQUIG-UHFFFAOYSA-N,虎杖
HZ-086,蔗糖,Sucrose,57-50-1,342.3,C12H22O11,,糖苷类,OC[C@]1(O[C@@H]([C@H]([C@@H]1O)O)CO)O[C@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",CZMRCDWAGMRECN-UGDNZRGBSA-N,虎杖
HZ-087,7-羟基-4-甲氧基-5-甲基香豆素,7-Hydroxy-5-methyl-4-(phenoxymethyl)-2H-1-benzopyran-2-one,2012553-52-3,220.22,C12H12O4,,香豆素类,COCC(C1=C(C)C=C(O)C=C1O2)=CC2=O,"InChI=1S/C12H12O4/c1-7-3-9(13)5-10-12(7)8(6-15-2)4-11(14)16-10/h3-5,13H,6H2,1-2H3",XKVIDJMGRFMDQC-UHFFFAOYSA-N,虎杖
HZ-088,香豆素,Coumarin,91-64-5,146.14,C9H6O2,,香豆素类,O=C1C=CC2=CC=CC=C2O1,InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,虎杖
HZ-089,利奥尼西林-2a-硫酸钠(－),"sodium ((1R,2S)-7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl)methyl sulfate",/,522.5,C22H27NaO11S,,酚酸类,OC[C@@H]1[C@@H](COS(=O)(O[Na])=O)[C@H](C2=CC(OC)=C(O)C(OC)=C2)C3=C(OC)C(O)=C(OC)C=C3C1,"InChI=1S/C22H28O11S.Na/c1-29-15-7-12(8-16(30-2)20(15)24)18-14(10-33-34(26,27)28)13(9-23)5-11-6-17(31-3)21(25)22(32-4)19(11)18;/h6-8,13-14,18,23-25H,5,9-10H2,1-4H3,(H,26,27,28);/q;+1/p-1/t13-,14-,18+;/m1./s1",MSHHPPJZIIMLBT-KYAUMTNUSA-M,虎杖
HZ-090,利奥尼西林-2a-硫酸钠(+),"sodium ((1S,3R)-7-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl)methyl sulfate",/,492.47,C21H25NaO10S,,酚酸类,OC[C@H]1[C@H](COS(=O)(O[Na])=O)[C@@H](C2=CC=C(O)C(OC)=C2)C3=C(OC)C(O)=C(OC)C=C3C1,"InChI=1S/C21H26O10S.Na/c1-28-16-7-11(4-5-15(16)23)18-14(10-31-32(25,26)27)13(9-22)6-12-8-17(29-2)20(24)21(30-3)19(12)18;/h4-5,7-8,13-14,18,22-24H,6,9-10H2,1-3H3,(H,25,26,27);/q;+1/p-1/t13-,14-,18+;/m0./s1",SBXDOTDUDRNFML-IWXIITRMSA-M,虎杖
HZ-091,5，7-二羟基异苯唑呋喃,"4,6-Isobenzofurandiol",722458-14-2,150.13,C8H6O3,,苯丙素类,OC1=CC2=COC=C2C(O)=C1,"InChI=1S/C8H6O3/c9-6-1-5-3-11-4-7(5)8(10)2-6/h1-4,9-10H",VFJHDXXCGLXOCO-UHFFFAOYSA-N,虎杖
HZ-092,软脂酸,Palmitic acid,1957/10/3,256.42,C16H32O2,,酚酸类,CCCCCCCCCCCCCCCC(O)=O,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",IPCSVZSSVZVIGE-UHFFFAOYSA-N,虎杖
HZ-093,硬脂酸,Stearic acid,1957/11/4,284.48,C18H36O2,,酚酸类,CCCCCCCCCCCCCCCCCC(O)=O,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)",QIQXTHQIDYTFRH-UHFFFAOYSA-N,虎杖
HZ-094,花生酸,Arachidonic acid,506-32-1,304.47,C20H32O2,,酚酸类,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=O,"InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-",YZXBAPSDXZZRGB-DOFZRALJSA-N,虎杖
HZ-095,决明松,Torachrysone,22649-04-3,246.26,C14H14O4,,酚酸类,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=O,"InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-",YZXBAPSDXZZRGB-DOFZRALJSA-N,虎杖
HZ-096,,"methyl 2-(6-((7-acetyl-8-hydroxy-3-methoxy-6-methylnaphthalen-1-yl)oxy)-3,4,5-trihydroxytetrahydro-2H-pyran-2-yl)acetate",/,450.44,C22H26O10,,酚酸类,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=O,"InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-",YZXBAPSDXZZRGB-DOFZRALJSA-N,虎杖
HZ-097,咖啡酸,Caffeic acid,331-39-5,180.16,C9H8O4,,酚酸类,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC=O,"InChI=1S/C20H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21/h6-7,9-10,12-13,15-16,20H,2-5,8,11,14,17-19H2,1H3/b7-6-,10-9-,13-12-,16-15-",XTZSIVLWZNRBAB-DOFZRALJSA-N,虎杖
HZ-098,,"6,8-Dihydroxy-3-(2-hydroxypropyl)-1H-2-benzopyran-1-one",159980-40-2,236.22,C12H12O5,,酚酸类,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=O,"InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-",YZXBAPSDXZZRGB-DOFZRALJSA-N,虎杖
HZ-099,表儿茶素,Epicatechin,490-46-0,290.27,C15H14O6,,酚酸类,O[C@H]1[C@@H](C2=CC(O)=C(C=C2)O)OC3=CC(O)=CC(O)=C3C1,"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1",PFTAWBLQPZVEMU-UKRRQHHQSA-N,虎杖
HZ-100,儿茶素-5-O-β-D-吡喃葡萄糖苷,(+)-Catechin-5-O-β-D-glucopyranoside,88126-53-8,452.41,C21H24O11,,黄酮类,O[C@@H]1[C@@H](C2=CC(O)=C(C=C2)O)OC3=CC(O)=CC(O[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)=C3C1,"InChI=1S/C21H24O11/c22-7-16-17(27)18(28)19(29)21(32-16)31-15-5-9(23)4-14-10(15)6-13(26)20(30-14)8-1-2-11(24)12(25)3-8/h1-5,13,16-29H,6-7H2/t13-,16+,17+,18-,19+,20+,21+/m0/s1",ZESJTWVSXGZYTD-FBEISHDNSA-N,虎杖
HZ-101,Xanthorin,Xanthorin,17526-15-7,300.26,C16H12O6,,蒽醌类,CC1=CC(C(C2=C3C(O)=CC(OC)=C2O)=O)=C(C3=O)C(O)=C1,"InChI=1S/C16H12O6/c1-6-3-7-11(8(17)4-6)16(21)12-9(18)5-10(22-2)15(20)13(12)14(7)19/h3-5,17-18,20H,1-2H3",GLLRIXZGBQOFLM-UHFFFAOYSA-N,虎杖
HZ-102,Isorhodoptilometrin,Isorhodoptilometrin,15979-75-6,314.29,C17H14O6,,蒽醌类,O=C1C2=CC(C[C@H](O)C)=CC(O)=C2C(C3=C(O)C=C(O)C=C31)=O,"InChI=1S/C17H14O6/c1-7(18)2-8-3-10-14(12(20)4-8)17(23)15-11(16(10)22)5-9(19)6-13(15)21/h3-7,18-21H,2H2,1H3/t7-/m1/s1",LCYTUQNPPBLNJZ-SSDOTTSWSA-N,虎杖
HZ-103,虎杖素A,Cuspidatumin A,1155728-52-1,244.24,C14H12O4,,蒽醌类,CCOC1=CC(C2=CC=CC(C(C)=O)=C2C1=O)=O,"InChI=1S/C14H12O4/c1-3-18-12-7-11(16)10-6-4-5-9(8(2)15)13(10)14(12)17/h4-7H,3H2,1-2H3",FCVKXURNLWCZSV-UHFFFAOYSA-N,虎杖
HZ-104,虎杖素C,Cuspidatumin C,/,504.45,C27H20O10,,蒽醌类,O=C(C)C(C(C1=C2C(C3=C(OC)C=C(O)C4=C3C(C(C)=C(C=O)C4=O)=O)=C(OC)C=C1O)=O)=C(C)C2=O,"InChI=1S/C27H20O10/c1-9-12(8-28)26(34)18-13(30)6-15(36-4)20(22(18)24(9)32)21-16(37-5)7-14(31)19-23(21)25(33)10(2)17(11(3)29)27(19)35/h6-8,30-31H,1-5H3",JUXMXNOOWSMMNU-UHFFFAOYSA-N,虎杖
HZ-105,"6-乙酰基-2-乙氧基-5-羟基-7-甲基-1,4-萘醌","6-acetyl-2-ethoxy-5-hydroxy-7-methyl-1,4-naphthoquinone",1417900-21-0,274.27,C15H14O5,,蒽醌类,CCOC1=CC(C2=C(C1=O)C=C(C(C(C)=O)=C2O)C)=O,"InChI=1S/C15H14O5/c1-4-20-11-6-10(17)13-9(14(11)18)5-7(2)12(8(3)16)15(13)19/h5-6,19H,4H2,1-3H3",HHPDGVKSXLTKLE-UHFFFAOYSA-N,虎杖
HZ-106,"6-乙酰基-5,8-二羟基-2-甲氧基-7-甲基-1,4-萘醌","6-acetyl-5,8-dihydroxy-2-methoxy-7-methyl-1,4-naphthoquinone",1515646-02-2,276.24,C14H12O6,,蒽醌类,CC(C(C(C)=O)=C1O)=C(O)C2=C1C(C=C(OC)C2=O)=O,"InChI=1S/C14H12O6/c1-5-9(6(2)15)14(19)10-7(16)4-8(20-3)13(18)11(10)12(5)17/h4,17,19H,1-3H3",PHRQNTXVBVJWJE-UHFFFAOYSA-N,虎杖
HZ-107,"3-乙酰基-5-羟基7-甲氧基-2-甲基-1,4-萘醌","3-acetyl-5-hydroxy7-methoxy-2-methyl-1,4-naphthoquinone",144761-28-4,260.24,C14H12O5,,蒽醌类,CC(C(C1=C2C(O)=CC(OC)=C1)=O)=C(C2=O)C(C)=O,"InChI=1S/C14H12O5/c1-6-11(7(2)15)14(18)12-9(13(6)17)4-8(19-3)5-10(12)16/h4-5,16H,1-3H3",GBEJSKTVOVIDMP-UHFFFAOYSA-N,虎杖
HZ-108,阿魏酸,Ferulic acid,1135-24-6,194.18,C10H10O4,,酚酸类,COC1=C(O)C=CC(/C=C/C(O)=O)=C1,"InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+",KSEBMYQBYZTDHS-HWKANZROSA-N,虎杖
HZ-109,D-甘露醇,D-Mannitol,69-65-8,182.17,C6H14O6,,酚酸类,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",FBPFZTCFMRRESA-KVTDHHQDSA-N,虎杖
HZ-110,芒果苷,Mangiferin,4773-96-0,422.34,C19H18O11,,蒽醌类,OC1=C2C(OC3=CC(O)=C(O)C=C3C2=O)=CC(O)=C1[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO,"InChI=1S/C19H18O11/c20-4-11-15(25)17(27)18(28)19(30-11)12-8(23)3-10-13(16(12)26)14(24)5-1-6(21)7(22)2-9(5)29-10/h1-3,11,15,17-23,25-28H,4H2/t11-,15-,17+,18-,19+/m1/s1",AEDDIBAIWPIIBD-ZJKJAXBQSA-N,虎杖
HZ-111,新芒果苷,Neomangiferin,64809-67-2,584.48,C25H28O16,,蒽醌类,OC1=C2C(OC3=CC(O)=C(O[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)C=C3C2=O)=CC(O)=C1[C@@H]5O[C@@H]([C@H]([C@@H]([C@H]5O)O)O)CO,"InChI=1S/C25H28O16/c26-4-12-17(31)20(34)22(36)24(39-12)14-8(29)3-11-15(19(14)33)16(30)6-1-10(7(28)2-9(6)38-11)40-25-23(37)21(35)18(32)13(5-27)41-25/h1-3,12-13,17-18,20-29,31-37H,4-5H2/t12-,13-,17-,18-,20+,21+,22-,23-,24+,25-/m1/s1",VUWOVGXVRYBSGI-IRXABLMPSA-N,虎杖
HZ-112,何首乌乙素,Polygonimitin B,156980-62-0,418.39,C21H22O9,,蒽醌类,O=C(C(C(OC1=C2)=CC(O)=C3)=C3O[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)C1=CC(C)=C2C,"InChI=1S/C21H22O9/c1-8-3-11-12(4-9(8)2)28-13-5-10(23)6-14(16(13)17(11)24)29-21-20(27)19(26)18(25)15(7-22)30-21/h3-6,15,18-23,25-27H,7H2,1-2H3/t15-,18-,19+,20-,21-/m1/s1",WMAOOSUVFZELAH-CMWLGVBASA-N,虎杖
HZ-113,穗花杉黄酮,Amentoflavone,1617-53-4,538.46,C30H18O10,,黄酮类,,,,虎杖
HZ-114,紫云英苷,Astragalin,480-10-4,448.38,C21H20O11,,黄酮类,,,,虎杖
HZ-115,三叶豆苷,Trifolin,23627-87-4,448.38,C21H20O11,,黄酮类,,,,虎杖
HZ-116,扁蓄苷,Avicularin,572-30-5,434.35,C20H18O11,,黄酮类,,,,虎杖
HZ-117,蓼黄烷茋 B,Polyflavanostilbene B,2241235-74-3,684.6,C36H28O14,,酚酸类,,,,虎杖
HZ-118,蒜头果素 C,Malaferin C,1437640-83-9,466.44,C25H22O9,,酚酸类,,,,虎杖
HZ-119,"原花青素 B-2,3-O-没食子酸酯",Procyanidin B 2 3′-O-gallate,73086-04-1,730.63,C37H30O16,,酚酸类,,,,虎杖
