编号,化合物名称,英文名称,CAS号,分子量,分子式,2D图,结构,smiles,inchi,inchikey,药材名称
DISU-109,对甲基苯甲醛,p-Tolualdehyde,104-87-0,120.151,C8H8O,,挥发油,CC1=CC=C(C=O)C=C1,"InChI=1S/C8H8O/c1-7-2-4-8(6-9)5-3-7/h2-6H,1H3",FXLOVSHXALFLKQ-UHFFFAOYSA-N,瞿麦
DISU-110,正辛醇,1-Octanol,111-87-5,130.231, C8H18O,,挥发油,OCCCCCCCC,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",KBPLFHHGFOOTCA-UHFFFAOYSA-N,瞿麦
DISU-111,"(E,E)-3,5-辛二烯-2-酮","(E,E)‑3,5‑octadien‑2‑one",30086-02-3,124.183,C8H12O,,其他,CC/C=C/C=C/C(C)=O,"InChI=1S/C8H12O/c1-3-4-5-6-7-8(2)9/h4-7H,3H2,1-2H3/b5-4+,7-6+",LWRKMRFJEUFXIB-YTXTXJHMSA-N,瞿麦
DISU-112,芳樟醇, Linalool,78-70-6,154.253, C10H18O,,其他,C=CC(O)(C)CC/C=C(C)/C,"InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3",CDOSHBSSFJOMGT-UHFFFAOYSA-N,瞿麦
DISU-113,1-(2-甲基环戊-1-烯-1-基)乙酮,1-(2-Methyl-1-cyclopentenyl)ethanone,3168-90-9,124.18,C8H12O,,挥发油,CC(C1=C(C)CCC1)=O,"InChI=1S/C8H12O/c1-6-4-3-5-8(6)7(2)9/h3-5H2,1-2H3",HDURLXYBKGWETC-UHFFFAOYSA-N,瞿麦
DISU-114,1-壬醛,1-Nonanal,124-19-6,142.242,C9H18O,,挥发油,O=CCCCCCCCC,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3",GYHFUZHODSMOHU-UHFFFAOYSA-N,瞿麦
DISU-115,1-壬醇,1-Nonanol,143-08-8,144.258,C9H20O,,挥发油,OCCCCCCCCC,"InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3",ZWRUINPWMLAQRD-UHFFFAOYSA-N,瞿麦
DISU-116,癸醛,Decanal,112-31-2,156.269,C10H20O,,挥发油,O=CCCCCCCCCC,"InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3",KSMVZQYAVGTKIV-UHFFFAOYSA-N,瞿麦
DISU-117,癸醇,Decanol,36729-58-5,158.285,C10H22O,,挥发油,OCCCCCCCCCC,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",MWKFXSUHUHTGQN-UHFFFAOYSA-N,瞿麦
DISU-118,α-松油醇,α-Terpineol,98-55-5,154.253,C10H18O,,单萜类,CC1=CCC(C(O)(C)C)CC1,"InChI=1S/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3",WUOACPNHFRMFPN-UHFFFAOYSA-N,瞿麦
DISU-119,α-环柠檬醛,α-Cyclocitral,432-24-6,152.237,C10H16O,,单萜类,CC1=C(C=O)C(C)(C)CCC1,"InChI=1S/C10H16O/c1-8-5-4-6-10(2,3)9(8)7-11/h7H,4-6H2,1-3H3",MOQGCGNUWBPGTQ-UHFFFAOYSA-N,瞿麦
DISU-120,乙酸菊烯酯, cis‑Chrysanthenylacetate,54324-99-1,194.27,C12H18O2,,单萜类,CC1=CC[C@H]2[C@@H](OC(C)=O)[C@@H]1C2(C)C,"InChI=1S/C12H18O2/c1-7-5-6-9-11(14-8(2)13)10(7)12(9,3)4/h5,9-11H,6H2,1-4H3/t9-,10+,11+/m0/s1",UASZOTVHPVEMQR-HBNTYKKESA-N,瞿麦
DISU-121,茴香脑,trans-Anethole,4180-23-8,148.205,C10H12O,,苯丙素类,C/C=C/C1=CC=C(OC)C=C1,"InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3/b4-3+",RUVINXPYWBROJD-ONEGZZNKSA-N,瞿麦
DISU-122,α-大马酮,α‑Damascenone,23696-85-7,190.286,C13H18O,,其他,CC1=C(C(/C=C/C)=O)C(C)(C)CC=C1,"InChI=1S/C13H18O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5-8H,9H2,1-4H3/b7-5+",POIARNZEYGURDG-FNORWQNLSA-N,瞿麦
DISU-123,"6,10-二甲基十一烷-2-酮","6,10-Dimethyl-2-undecanone",1604-34-8,198.345,C13H26O,,其他,CC(C)CCCC(C)CCCC(C)=O,"InChI=1S/C13H26O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h11-12H,5-10H2,1-4H3",RBGLEUBCAJNCTR-UHFFFAOYSA-N,瞿麦
DISU-124,香叶基丙酮,Geranyl acetone,3796-70-1,194.313,C13H22O,,其他,C/C(C)=C/CC/C(C)=C/CCC(C)=O,"InChI=1S/C13H22O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h7,9H,5-6,8,10H2,1-4H3/b12-9+",HNZUNIKWNYHEJJ-FMIVXFBMSA-N,瞿麦
DISU-125,"2,6,10-三甲基十四烷","2,6,10-Trimethyltetradecane",14905-56-7,240.468,C17H36,,挥发油,CC(C)CCCC(C)CCCC(C)CCCC,"InChI=1S/C17H36/c1-6-7-11-16(4)13-9-14-17(5)12-8-10-15(2)3/h15-17H,6-14H2,1-5H3",IMTCMWSWXFQQDL-UHFFFAOYSA-N,瞿麦
DISU-126,β-紫罗兰酮,β-Ionone,14901-07-6,192.297,C13H20O,,其他,CC1=CCCC(C)(C)C1/C=C/C(C)=O,"InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h6-8,12H,5,9H2,1-4H3/b8-7+",UZFLPKAIBPNNCA-BQYQJAHWSA-N,瞿麦
DISU-127,"3,7,11-三甲基-1-十二醇","3,7,11-Trimethyl-1-dodecanol",6750-34-1,228.414,C15H32O,,挥发油,CC(C)CCCC(C)CCCC(C)CCO,"InChI=1S/C15H32O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h13-16H,5-12H2,1-4H3",HDPUXESLSOZSIB-UHFFFAOYSA-N,瞿麦
DISU-128,2-甲基十六-1-醇,2‑Methylhexadecan‑1‑ol,2490-48-4,256.467,C17H36O,,挥发油,CCCCCCCCCCCCCCC(C)CO,"InChI=1S/C17H36O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-17(2)16-18/h17-18H,3-16H2,1-2H3",FCSBKDJGLIURSH-UHFFFAOYSA-N,瞿麦
DISU-129,"6,10,14-三甲基-2-十五酮","6,10,14-Trimethyl-2-pentadecanone",502-69-2,268.485,C18H36O,,其他,CC(C)CCCC(C)CCCC(C)CCCC(C)=O,"InChI=1S/C18H36O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h15-17H,6-14H2,1-5H3",WHWDWIHXSPCOKZ-UHFFFAOYSA-N,瞿麦
DISU-130,法尼基丙酮,Farnesylacetone,1117-52-8,262.437,C18H30O,,其他,C/C(C)=C/CC/C(C)=C/CC/C(C)=C/CCC(C)=O,"InChI=1S/C18H30O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h9,11,13H,6-8,10,12,14H2,1-5H3/b16-11+,17-13+",LTUMRKDLVGQMJU-IUBLYSDUSA-N,瞿麦
DISU-131,棕榈酸,Palmitic acid,57-10-3、,256.43,C16H32O2,,脂肪酸,CCCCCCCCCCCCCCCC(O)=O,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",IPCSVZSSVZVIGE-UHFFFAOYSA-N,瞿麦
DISU-132,植物醇,cis‑Phytol,5492-30-8,296.531,C20H40O,,其他,CC(C)CCCC(C)CCCC(C)CCC/C(C)=C\CO,"InChI=1S/C20H40O/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-21/h15,17-19,21H,6-14,16H2,1-5H3/b20-15-",BOTWFXYSPFMFNR-HKWRFOASSA-N,瞿麦
DISU-133,反式-4-甲氧基肉桂酸,trans-4-Methoxycinnamic acid,943-89-5,178.187,C10H10O3,,苯丙素类,COC1=CC=C(/C=C/C(O)=O)C=C1,"InChI=1S/C10H10O3/c1-13-9-5-2-8(3-6-9)4-7-10(11)12/h2-7H,1H3,(H,11,12)/b7-4+",AFDXODALSZRGIH-QPJJXVBHSA-N,瞿麦
DISU-134,3-甲氧基-4-羟基苯乙醇,3‑Methoxy‑4‑hydroxyphenylethanol,2380-78-1,168.192,C9H12O3,,酚酸,OCCC1=CC=C(O)C(OC)=C1,"InChI=1S/C9H12O3/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,10-11H,4-5H2,1H3",XHUBSJRBOQIZNI-UHFFFAOYSA-N,瞿麦
DISU-135,黑麦草内酯,Loliolide,5989-02-6、,196.243,C11H16O3,,其他,OC1CC(C)(C)C(C2(C)C1)=CC(O2)=O,"InChI=1S/C11H16O3/c1-10(2)5-7(12)6-11(3)8(10)4-9(13)14-11/h4,7,12H,5-6H2,1-3H3",XEVQXKKKAVVSMW-UHFFFAOYSA-N,瞿麦
DISU-136,1-棕榈酸单甘油酯,1-Monopalmitin,542-44-9,330.503,C19H38O4,,挥发油,CCCCCCCCCCCCCCCC(OCC(O)CO)=O,"InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h18,20-21H,2-17H2,1H3",QHZLMUACJMDIAE-UHFFFAOYSA-N,瞿麦
DISU-137,"2,4-二甲基己烷","2,4‑Dimethylhexane",589-43-5,114.229,C8H18,,挥发油,CCC(C)CC(C)C,"InChI=1S/C8H18/c1-5-8(4)6-7(2)3/h7-8H,5-6H2,1-4H3",HDGQICNBXPAKLR-UHFFFAOYSA-N,瞿麦
DISU-138,"2,4-二叔丁基酚","2,4‑Di‑tert‑butylphenol",96-76-4,206.324,C14H22O,,其他,OC1=CC=C(C(C)(C)C)C=C1C(C)(C)C,"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,瞿麦
DISU-139,12-甲基十三烷酸甲酯,Methyl 12-methyltridecanoate,5129-58-8,242.403,C15H30O2,,挥发油,CC(C)CCCCCCCCCCC(OC)=O,"InChI=1S/C15H30O2/c1-14(2)12-10-8-6-4-5-7-9-11-13-15(16)17-3/h14H,4-13H2,1-3H3",FLESKWMKPOBWDE-UHFFFAOYSA-N,瞿麦
DISU-140,正十四烷,Tetradecane,629-59-4,198.394,C14H30,,挥发油,CCCCCCCCCCCCCC,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",BGHCVCJVXZWKCC-UHFFFAOYSA-N,瞿麦
DISU-141,13-甲基十五烷酸甲酯,Methyl 13‑methylpentadecanoate,5487-50-3,270.457,C17H34O2,,挥发油,CCC(C)CCCCCCCCCCCC(OC)=O,"InChI=1S/C17H34O2/c1-4-16(2)14-12-10-8-6-5-7-9-11-13-15-17(18)19-3/h16H,4-15H2,1-3H3",FRGDXZRZDAJTOU-UHFFFAOYSA-N,瞿麦
DISU-142,异植物醇,Isophytol,505-32-8,296.539, C20H40O,,其他,CC(C)CCCC(C)CCCC(C)CCCC(O)(C)C=C,"InChI=1S/C20H40O/c1-7-20(6,21)16-10-15-19(5)14-9-13-18(4)12-8-11-17(2)3/h7,17-19,21H,1,8-16H2,2-6H3",KEVYVLWNCKMXJX-UHFFFAOYSA-N,瞿麦
DISU-143,异硬脂酸甲酯, 16‑Methylheptadecanoic acid methyl ester,5129-61-3,298.504,C19H38O2,,挥发油,CC(C)CCCCCCCCCCCCCCC(OC)=O,"InChI=1S/C19H38O2/c1-18(2)16-14-12-10-8-6-4-5-7-9-11-13-15-17-19(20)21-3/h18H,4-17H2,1-3H3",KDQIFKKWPMBNOH-UHFFFAOYSA-N,瞿麦
DISU-144,"2,4-二甲基苯甲醛","2,4‑Dimethylbenzaldehyde",15764-16-6,134.178,C9H10O,,挥发油,CC1=CC=C(C=O)C(C)=C1,"InChI=1S/C9H10O/c1-7-3-4-9(6-10)8(2)5-7/h3-6H,1-2H3",GISVICWQYMUPJF-UHFFFAOYSA-N,瞿麦
DISU-145,"2,4,6-三甲基辛烷","2,4,6-Trimethyl octane",62016-37-9,156.313,C11H24,,挥发油,CCC(C)CC(C)CC(C)C,"InChI=1S/C11H24/c1-6-10(4)8-11(5)7-9(2)3/h9-11H,6-8H2,1-5H3",XHNIFDXYGLPJLP-UHFFFAOYSA-N,瞿麦
DISU-146,2-甲基癸烷, 2‑Methyldecane,6975-98-0,156.313, C11H24,,挥发油,CCCCCCCCC(C)C,"InChI=1S/C11H24/c1-4-5-6-7-8-9-10-11(2)3/h11H,4-10H2,1-3H3",CNPVJWYWYZMPDS-UHFFFAOYSA-N,瞿麦
DISU-147,"2,6,11-三甲基十二烷","2,6,11‑Trimethyldodecane",31295-56-4,212.421,C15H32,,挥发油,CC(C)CCCC(C)CCCCC(C)C,"InChI=1S/C15H32/c1-13(2)9-6-7-11-15(5)12-8-10-14(3)4/h13-15H,6-12H2,1-5H3",FONXOARHSFUBAN-UHFFFAOYSA-N,瞿麦
DISU-148,"2,6-二叔丁基苯酚","2,6-Di-tert-butylphenol",19126-15-9,206.329,C14H22O,,其他,OC1=C(C(C)(C)C)C=CC=C1C(C)(C)C,"InChI=1S/C14H22O/c1-13(2,3)10-8-7-9-11(12(10)15)14(4,5)6/h7-9,15H,1-6H3",DKCPKDPYUFEZCP-UHFFFAOYSA-N,瞿麦
DISU-149,"3-(3,5-二叔丁基-4-羟基苯基)丙酸甲酯","Methyl‑3‑(3,5‑di‑tert‑butyl‑4‑hydroxyphenyl) propionate",6386-38-5,292.419,C18H28O3,,苯丙素类,CC(C)(C)C1=CC(CCC(OC)=O)=CC(C(C)(C)C)=C1O,"InChI=1S/C18H28O3/c1-17(2,3)13-10-12(8-9-15(19)21-7)11-14(16(13)20)18(4,5)6/h10-11,20H,8-9H2,1-7H3",PXMJCECEFTYEKE-UHFFFAOYSA-N,瞿麦
DISU-150,油酸酰胺,Oleamide,301-02-0,281.484,C18H35NO,,其他,CCCCCCCC/C=C\CCCCCCCC(N)=O,"InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-",FATBGEAMYMYZAF-KTKRTIGZSA-N,瞿麦
DISU-151,"(E,E)-2,4-壬二烯","(E,E)-2,4-Nonadiene",56700-78-8,124.227,C9H16,,其他,C/C=C/C=C/CCCC,"InChI=1S/C9H16/c1-3-5-7-9-8-6-4-2/h3,5,7,9H,4,6,8H2,1-2H3/b5-3+,9-7+",HKEBYUNPANBGPL-WJDMQLPWSA-N,瞿麦
DISU-152,"7,9-二叔丁基-1-氧杂螺[4.5]癸-6,9-二烯-2,8-二酮","7,9-Di-tert-butyl-1-oxaspiro[4,5]deca-6,9-diene-2,8-dione",82304-66-3,276.376,C17H24O3,,萜类,CC(C)(C)C1=CC(O2)(C=C(C(C)(C)C)C1=O)CCC2=O,"InChI=1S/C17H24O3/c1-15(2,3)11-9-17(8-7-13(18)20-17)10-12(14(11)19)16(4,5)6/h9-10H,7-8H2,1-6H3",ZTMZUYHXZPUDRF-UHFFFAOYSA-N,瞿麦
DISU-153,"11,13-二甲基-12-十四烯-1-醇乙酸酯","11,13‑dimethyl‑12‑tetradecene‑1‑ol acetate",400037-00-5,282.468,C18H34O2,,其他,CC(OCCCCCCCCCCC(C)/C=C(C)/C)=O,"InChI=1S/C18H34O2/c1-16(2)15-17(3)13-11-9-7-5-6-8-10-12-14-20-18(4)19/h15,17H,5-14H2,1-4H3",MNUWBCKALSZWEW-UHFFFAOYSA-N,瞿麦
DISU-154,(±)-去氢伏马醇,(±)-Dehydrovomifoliol,7070-24-8,222.284,C13H18O3,,萜类,CC1=CC(CC(C)(C)C1(/C=C/C(C)=O)O)=O,"InChI=1S/C13H18O3/c1-9-7-11(15)8-12(3,4)13(9,16)6-5-10(2)14/h5-7,16H,8H2,1-4H3/b6-5+",JJRYPZMXNLLZFH-AATRIKPKSA-N,瞿麦
DISU-155,邻苯二甲酸二丁酯,Dibutyl phthalate,84-74-2,278.348,C16H22O4,,其他,CCCCOC(C1=CC=CC=C1C(OCCCC)=O)=O,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",DOIRQSBPFJWKBE-UHFFFAOYSA-N,瞿麦
DISU-156,4-甲基十一烷酮,4‑Methyl‑1‑undecanone,943126-30-5,184.323,C12H24O,,其他,CCCCCCCC(C)CCC=O,"InChI=1S/C12H24O/c1-3-4-5-6-7-9-12(2)10-8-11-13/h11-12H,3-10H2,1-2H3",FVIGGGIAVKGMKI-UHFFFAOYSA-N,瞿麦
DISU-157,"3,3-二甲基己烷","3,3‑Dimethylhexane",563-16-6,114.232, C8H18,,挥发油,CCCC(C)(C)CC,"InChI=1S/C8H18/c1-5-7-8(3,4)6-2/h5-7H2,1-4H3",KUMXLFIBWFCMOJ-UHFFFAOYSA-N,瞿麦
DISU-158,2-乙基-1-庚醇,2-ethylheptan-1-ol,817-60-7,144.258,C9H20O,,其他,CCCCCC(CC)CO,"InChI=1S/C9H20O/c1-3-5-6-7-9(4-2)8-10/h9-10H,3-8H2,1-2H3",QNJAZNNWHWYOEO-UHFFFAOYSA-N,瞿麦
DISU-159,正戊醇,Pentanol,71-41-0,88.15,C5H12O,,其他,OCCCCC,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",AMQJEAYHLZJPGS-UHFFFAOYSA-N,瞿麦
DISU-160,2-戊基呋喃,2-Amylfuran,3777-69-3,138.21,C9H14O,,其他,CCCCCC1=CC=CO1,"InChI=1S/C9H14O/c1-2-3-4-6-9-7-5-8-10-9/h5,7-8H,2-4,6H2,1H3",YVBAUDVGOFCUSG-UHFFFAOYSA-N,瞿麦
DISU-161,4-甲基二十二烷,4-Methyldocosane,25117-30-0,324.637,C23H48,,挥发油,CCCC(C)CCCCCCCCCCCCCCCCCC,"InChI=1S/C23H48/c1-4-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-23(3)21-5-2/h23H,4-22H2,1-3H3",ATAWCABZIRDUSP-UHFFFAOYSA-N,瞿麦
DISU-162,1-十六烯,1‑Hexadecene,629-73-2,224.432, C16H32,,其他,C=CCCCCCCCCCCCCCC,"InChI=1S/C16H32/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3H,1,4-16H2,2H3",GQEZCXVZFLOKMC-UHFFFAOYSA-N,瞿麦
DISU-163,顺-7-癸烯醛,cis‑7‑Decene aldehyde,21661-97-2,154.253,C10H18O,,挥发油,O=CCCCCC/C=C\CC,"InChI=1S/C10H18O/c1-2-3-4-5-6-7-8-9-10-11/h3-4,10H,2,5-9H2,1H3/b4-3-",UZFFFFWQKMPLAC-ARJAWSKDSA-N,瞿麦
DISU-164,"2,6-二叔丁基苯醌","2,6‑Di‑tert‑butyl‑p‑benzoquinone",719-22-2,220.312,C14H20O2,,醌类,O=C(C(C(C)(C)C)=C1)C(C(C)(C)C)=CC1=O,"InChI=1S/C14H20O2/c1-13(2,3)10-7-9(15)8-11(12(10)16)14(4,5)6/h7-8H,1-6H3",RDQSIADLBQFVMY-UHFFFAOYSA-N,瞿麦
DISU-165,"1,9-二甲氧基壬烷","1,9-dimethoxynonane",91337-21-2,188.311,C11H24O2,,其他,COCCCCCCCCCOC,"InChI=1S/C11H24O2/c1-12-10-8-6-4-3-5-7-9-11-13-2/h3-11H2,1-2H3",GXGHXTUSAJHVBB-UHFFFAOYSA-N,瞿麦
DISU-166,菲,Phenanthrene,"	85-01-8、",178.234,C14H10,,其他,C12=CC=CC=C1C3=C(C=CC=C3)C=C2,InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H,YNPNZTXNASCQKK-UHFFFAOYSA-N,瞿麦
DISU-167,2-(1H-咪唑-1-基)-1-(4-甲氧基苯基)-1-十二酮,2‑(1H‑imidazol‑1‑yl)‑1‑(4‑methoxyphenyl)‑1‑dodecanone,361445-01-4,356.51,C22H32N2O2,,生物碱,CCCCCCCCCCC(N1C=NC=C1)C(C2=CC=C(OC)C=C2)=O,"InChI=1S/C22H32N2O2/c1-3-4-5-6-7-8-9-10-11-21(24-17-16-23-18-24)22(25)19-12-14-20(26-2)15-13-19/h12-18,21H,3-11H2,1-2H3",KVWYZVYPBNDCNZ-UHFFFAOYSA-N,瞿麦
DISU-168,2-仲丁基环戊酮,2‑Sec‑butyl Cyclopentanone,6376-92-7,140.226,C9H16O,,其他,O=C1CCCC1C(C)CC,"InChI=1S/C9H16O/c1-3-7(2)8-5-4-6-9(8)10/h7-8H,3-6H2,1-2H3",WVPBKXPDHMXIKD-UHFFFAOYSA-N,瞿麦
DISU-169,"3,4-环氧四氢呋喃","3,4‑Epoxytetrahydrofuran",285-69-8,86.09,C4H6O2,,其他,C12COCC1O2,"InChI=1S/C4H6O2/c1-3-4(6-3)2-5-1/h3-4H,1-2H2",AIUTZIYTEUMXGG-UHFFFAOYSA-N,瞿麦
DISU-170,1-(4-溴丁基)-2-哌啶酮,1-(4-Bromobutyl)-2-piperidinone,195194-80-0,234.137,C9H16BrNO,,生物碱,BrCCCCN(CCCC1)C1=O,InChI=1S/C9H16BrNO/c10-6-2-4-8-11-7-3-1-5-9(11)12/h1-8H2,OBYSASJZICHTJD-UHFFFAOYSA-N,瞿麦
DISU-171,2-己基-1-n-辛醇,2-Hexyl-1-n-octanol,19780-79-1,214.393,C14H30O,,其他,CCCCCCC(CO)CCCCCC,"InChI=1S/C14H30O/c1-3-5-7-9-11-14(13-15)12-10-8-6-4-2/h14-15H,3-13H2,1-2H3",QNMCWJOEQBZQHB-UHFFFAOYSA-N,瞿麦
DISU-172,棕榈酸甲酯,Methyl palmitate,112-39-0,270.457,C17H34O2,,其他,CCCCCCCCCCCCCCCC(OC)=O,"InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3",FLIACVVOZYBSBS-UHFFFAOYSA-N,瞿麦
DISU-173,二十八烷醇,Octacosanol,557-61-9,410.759,C28H58O,,其他,OCCCCCCCCCCCCCCCCCCCCCCCCCCCC,"InChI=1S/C28H58O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29/h29H,2-28H2,1H3",CNNRPFQICPFDPO-UHFFFAOYSA-N,瞿麦
DISU-174,"2,6-二脱氧-3-O-乙基-α-L-阿拉伯吡喃糖","2,6-Dideoxy-3-O-ethyl-α-L-arabino-hexopyranose",155179-24-1,176.212,C8H16O4,,其他,CCO[C@@H]1C[C@@H](O)O[C@H](C)[C@H]1O,"InChI=1S/C8H16O4/c1-3-11-6-4-7(9)12-5(2)8(6)10/h5-10H,3-4H2,1-2H3/t5-,6-,7+,8-/m1/s1",MXKAFWGWKGCIIB-OOJXKGFFSA-N,瞿麦
DISU-175,脱氢地芰普内酯,Dehydrololiolide,1133-04-6,194.23,C11H14O3,,其他,O=C1CC(C)(C)C([C@@]2(C)C1)=CC(O2)=O,"InChI=1S/C11H14O3/c1-10(2)5-7(12)6-11(3)8(10)4-9(13)14-11/h4H,5-6H2,1-3H3/t11-/m1/s1",DJSMGUVSIWKZJW-LLVKDONJSA-N,瞿麦
DISU-176,去氢吐叶醇,Dehydrovomifoliol,39763-33-2,222.284,C13H18O3,,萜类,CC1(C)[C@](/C=C/C(C)=O)(O)C(C)=CC(C1)=O,"InChI=1S/C13H18O3/c1-9-7-11(15)8-12(3,4)13(9,16)6-5-10(2)14/h5-7,16H,8H2,1-4H3/b6-5+/t13-/m1/s1",JJRYPZMXNLLZFH-URWSZGRFSA-N,瞿麦
DISU-177,琥珀酸,Succinic acid,110-15-6,118.088,C4H6O4,,其他,OC(CCC(O)=O)=O,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",KDYFGRWQOYBRFD-UHFFFAOYSA-N,瞿麦
DISU-178,内华依瓦菊,Parthenin,508-59-8,262.305,C15H18O4,,单萜类,O=C1C=C[C@@]([C@H](C)CC[C@@]2([H])[C@]3([H])OC(C2=C)=O)(O)[C@]13C,"InChI=1S/C15H18O4/c1-8-4-5-10-9(2)13(17)19-12(10)14(3)11(16)6-7-15(8,14)18/h6-8,10,12,18H,2,4-5H2,1,3H3/t8-,10-,12+,14-,15+/m1/s1",LLQCRTZROWMVOL-QMSFMSKCSA-N,瞿麦
DISU-179,吐叶醇,Vomifoliol,23526-45-6,224.3,C13H20O3,,单萜类,CC1(C)[C@](/C=C/[C@H](O)C)(O)C(C)=CC(C1)=O,"InChI=1S/C13H20O3/c1-9-7-11(15)8-12(3,4)13(9,16)6-5-10(2)14/h5-7,10,14,16H,8H2,1-4H3/b6-5+/t10-,13-/m1/s1",KPQMCAKZRXOZLB-KOIHBYQTSA-N,瞿麦
DISU-180,,Zhebeiresinol,151636-98-5,280.276,C14H16O6,,单萜类,OC1=C(OC)C=C([C@H]2OC[C@]3([H])[C@@]2([H])COC3=O)C=C1OC,"InChI=1S/C14H16O6/c1-17-10-3-7(4-11(18-2)12(10)15)13-8-5-20-14(16)9(8)6-19-13/h3-4,8-9,13,15H,5-6H2,1-2H3/t8-,9-,13-/m1/s1",AUXYOVQIZNPKSO-JRKPZEMJSA-N,瞿麦
DISU-181,落叶松树脂醇,Lariciresinol,27003-73-2,360.401,C20H24O6,,酚酸,OC1=C(OC)C=C([C@@H]2[C@@H](CO)[C@@H](CC3=CC(OC)=C(O)C=C3)CO2)C=C1,"InChI=1S/C20H24O6/c1-24-18-8-12(3-5-16(18)22)7-14-11-26-20(15(14)10-21)13-4-6-17(23)19(9-13)25-2/h3-6,8-9,14-15,20-23H,7,10-11H2,1-2H3/t14-,15-,20+/m0/s1",MHXCIKYXNYCMHY-AUSJPIAWSA-N,瞿麦
DISU-182,,Ixerol B,925223-90-1,226.316,C13H22O3,,单萜类,O[C@@H]1CC(C)(C)C(/C=C/[C@H](O)C)=C(C)[C@@H]1O,"InChI=1S/C13H22O3/c1-8(14)5-6-10-9(2)12(16)11(15)7-13(10,3)4/h5-6,8,11-12,14-16H,7H2,1-4H3/b6-5+/t8-,11-,12+/m1/s1",HODWUFMHAGVDJY-YDCXRDENSA-N,瞿麦
DISU-183,,Cucumegastigmanes I,929881-46-9,240.299, C13H20O4,,单萜类,O=C1CC(C)(C)[C@](/C=C/[C@H](O)CO)(O)C(C)=C1,"InChI=1S/C13H20O4/c1-9-6-11(16)7-12(2,3)13(9,17)5-4-10(15)8-14/h4-6,10,14-15,17H,7-8H2,1-3H3/b5-4+/t10-,13+/m0/s1",CNLCQYMRNGWEJB-OERKHBLVSA-N,瞿麦
DISU-184,"(6Z,9Z)-6,9-十七碳二烯","(6Z,9Z)-6,9-Heptadecadiene",133410-67-0,236.443,C17H32,,其他,CCCCC/C=C\C/C=C\CCCCCCC,"InChI=1S/C17H32/c1-3-5-7-9-11-13-15-17-16-14-12-10-8-6-4-2/h11,13,16-17H,3-10,12,14-15H2,1-2H3/b13-11-,17-16-",AGMLTHHZJKHNLS-BIXSNLIQSA-N,瞿麦
